Census_Year,State_Code,State_Name,Region,Seniors_In_HH,Total_HH,Male_All,Female_All,Households_One,Male_One,Female_One,Households_Two,Male_Two,Female_Two,Households_Three,Male_Three,Female_Three,Households_Four,Male_Four,Female_Four,Households_Five,Male_Five,Female_Five,Households_Six,Male_Six,Female_Six,Households_Seven_Plus,Male_Seven_Plus,Female_Seven_Plus
2011,31,Union Territory - LAKSHADWEEP (31),Urban,Total,8834,2086,2082,649,30,55,769,107,112,1065,130,143,1360,202,208,1199,209,210,1000,235,226,2792,1173,1128
2011,31,Union Territory - LAKSHADWEEP (31),Urban,None,5651,0,0,564,0,0,588,0,0,834,0,0,1023,0,0,845,0,0,626,0,0,1171,0,0
2011,31,Union Territory - LAKSHADWEEP (31),Urban,1,2328,1164,1164,85,30,55,143,69,74,191,87,104,268,128,140,293,148,145,289,151,138,1059,551,508
2011,31,Union Territory - LAKSHADWEEP (31),Urban,2,752,745,759,0,0,0,38,38,38,38,40,36,65,68,62,57,55,59,83,80,86,471,464,478
2011,31,Union Territory - LAKSHADWEEP (31),Urban,3,81,132,111,0,0,0,0,0,0,2,3,3,4,6,6,4,6,6,2,4,2,69,113,94
2011,31,Union Territory - LAKSHADWEEP (31),Urban,4+,22,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,48
2011,32,State - KERALA (32),Total,Total,7841276,1877325,2291475,322483,36167,133439,919231,328709,284306,1434588,256615,232429,2296269,264601,346074,1412792,329893,562272,727237,327841,372267,728676,333499,360688
2011,32,State - KERALA (32),Total,None,4619180,0,0,152877,0,0,484842,0,0,1048250,0,0,1785211,0,0,676883,0,0,239974,0,0,231143,0,0
2011,32,State - KERALA (32),Total,1,2318153,992874,1325279,169606,36167,133439,255763,156984,98779,291297,163089,128208,417270,171699,245571,584953,182186,402767,281503,127619,153884,317761,155130,162631
2011,32,State - KERALA (32),Total,2,864549,834472,894626,0,0,0,178626,171725,185527,87376,84821,89931,88510,86023,90997,146060,141166,150954,199054,191518,206590,164923,159219,170627
2011,32,State - KERALA (32),Total,3,36745,45444,64791,0,0,0,0,0,0,7665,8705,14290,4727,6008,8173,4524,5938,7634,6384,8145,11007,13445,16648,23687
2011,32,State - KERALA (32),Total,4+,2649,4535,6779,0,0,0,0,0,0,0,0,0,551,871,1333,372,603,917,322,559,786,1404,2502,3743
2011,32,State - KERALA (32),Rural,Total,4143539,987236,1198321,182004,20965,74814,499293,174829,153125,750408,133025,122897,1198692,135820,179587,760260,174526,292200,392905,178307,200279,359977,169764,175419
2011,32,State - KERALA (32),Rural,None,2462115,0,0,86225,0,0,267988,0,0,549223,0,0,935848,0,0,376199,0,0,131042,0,0,115590,0,0
2011,32,State - KERALA (32),Rural,1,1198151,511624,686527,95779,20965,74814,134656,81482,53174,150279,82581,67698,213157,86401,126756,304037,95794,208243,148633,67407,81226,151610,76994,74616
2011,32,State - KERALA (32),Rural,2,463861,450563,477159,0,0,0,96649,93347,99951,47075,45999,48151,47076,45959,48193,77550,75381,79719,109901,106485,113317,85610,83392,87828
2011,32,State - KERALA (32),Rural,3,18225,22988,31687,0,0,0,0,0,0,3831,4445,7048,2346,3024,4014,2316,3096,3852,3182,4155,5391,6550,8268,11382
2011,32,State - KERALA (32),Rural,4+,1187,2061,2948,0,0,0,0,0,0,0,0,0,265,436,624,158,255,386,147,260,345,617,1110,1593
2011,32,State - KERALA (32),Urban,Total,3697737,890089,1093154,140479,15202,58625,419938,153880,131181,684180,123590,109532,1097577,128781,166487,652532,155367,270072,334332,149534,171988,368699,163735,185269
2011,32,State - KERALA (32),Urban,None,2157065,0,0,66652,0,0,216854,0,0,499027,0,0,849363,0,0,300684,0,0,108932,0,0,115553,0,0
2011,32,State - KERALA (32),Urban,1,1120002,481250,638752,73827,15202,58625,121107,75502,45605,141018,80508,60510,204113,85298,118815,280916,86392,194524,132870,60212,72658,166151,78136,88015
2011,32,State - KERALA (32),Urban,2,400688,383909,417467,0,0,0,81977,78378,85576,40301,38822,41780,41434,40064,42804,68510,65785,71235,89153,85033,93273,79313,75827,82799
2011,32,State - KERALA (32),Urban,3,18520,22456,33104,0,0,0,0,0,0,3834,4260,7242,2381,2984,4159,2208,2842,3782,3202,3990,5616,6895,8380,12305
2011,32,State - KERALA (32),Urban,4+,1462,2474,3831,0,0,0,0,0,0,0,0,0,286,435,709,214,348,531,175,299,441,787,1392,2150
2011,33,State - TAMIL NADU (33),Total,Total,18477530,3649825,3835021,1092870,149716,538827,2644794,1030385,805283,3518697,575465,438759,5684750,511504,503533,3190438,530181,723744,1387332,461183,475210,958649,391391,349665
2011,33,State - TAMIL NADU (33),Total,None,12550480,0,0,404327,0,0,1375949,0,0,2721097,0,0,4829312,0,0,2122460,0,0,678566,0,0,418769,0,0
2011,33,State - TAMIL NADU (33),Total,1,4428012,2164683,2263329,688543,149716,538827,702022,477685,224337,596594,373893,222701,705059,359821,345238,889186,352674,536512,489521,245337,244184,357087,205557,151530
2011,33,State - TAMIL NADU (33),Total,2,1445081,1414065,1476097,0,0,0,566823,552700,580946,185388,183228,187548,142040,140531,143549,172215,168451,175979,211396,205180,217612,167219,163975,170463
2011,33,State - TAMIL NADU (33),Total,3,50420,64272,86988,0,0,0,0,0,0,15618,18344,28510,7458,9673,12701,6071,8134,10079,7409,9828,12399,13864,18293,23299
2011,33,State - TAMIL NADU (33),Total,4+,3537,6805,8607,0,0,0,0,0,0,0,0,0,881,1479,2045,506,922,1174,440,838,1015,1710,3566,4373
2011,33,State - TAMIL NADU (33),Rural,Total,9512129,1969623,2050938,672014,95606,349517,1406941,599974,452593,1652758,299538,221214,2695253,256766,240772,1750444,263447,347692,794721,240999,251432,539998,213293,187718
2011,33,State - TAMIL NADU (33),Rural,None,6302804,0,0,226891,0,0,682066,0,0,1241862,0,0,2274812,0,0,1224372,0,0,409912,0,0,242889,0,0
2011,33,State - TAMIL NADU (33),Rural,1,2423108,1190132,1232976,445123,95606,349517,397183,279716,117467,308473,196327,112146,347109,182754,164355,443935,181708,262227,280523,138104,142419,200762,115917,84845
2011,33,State - TAMIL NADU (33),Rural,2,762567,748525,776609,0,0,0,327692,320258,335126,94990,94394,95586,69877,69392,70362,79390,77968,80812,101098,98510,103686,89520,88003,91037
2011,33,State - TAMIL NADU (33),Rural,3,22502,28820,38686,0,0,0,0,0,0,7433,8817,13482,3145,4102,5333,2581,3472,4271,3058,4136,5038,6285,8293,10562
2011,33,State - TAMIL NADU (33),Rural,4+,1148,2146,2667,0,0,0,0,0,0,0,0,0,310,518,722,166,299,382,130,249,289,542,1080,1274
2011,33,State - TAMIL NADU (33),Urban,Total,8965401,1680202,1784083,420856,54110,189310,1237853,430411,352690,1865939,275927,217545,2989497,254738,262761,1439994,266734,376052,592611,220184,223778,418651,178098,161947
2011,33,State - TAMIL NADU (33),Urban,None,6247676,0,0,177436,0,0,693883,0,0,1479235,0,0,2554500,0,0,898088,0,0,268654,0,0,175880,0,0
2011,33,State - TAMIL NADU (33),Urban,1,2004904,974551,1030353,243420,54110,189310,304839,197969,106870,288121,177566,110555,357950,177067,180883,445251,170966,274285,208998,107233,101765,156325,89640,66685
2011,33,State - TAMIL NADU (33),Urban,2,682514,665540,699488,0,0,0,239131,232442,245820,90398,88834,91962,72163,71139,73187,92825,90483,95167,110298,106670,113926,77699,75972,79426
2011,33,State - TAMIL NADU (33),Urban,3,27918,35452,48302,0,0,0,0,0,0,8185,9527,15028,4313,5571,7368,3490,4662,5808,4351,5692,7361,7579,10000,12737
2011,33,State - TAMIL NADU (33),Urban,4+,2389,4659,5940,0,0,0,0,0,0,0,0,0,571,961,1323,340,623,792,310,589,726,1168,2486,3099
2011,34,Union Territory - PUDUCHERRY (34),Total,Total,302057,53236,66483,12090,1347,5837,33014,10419,10166,55352,7579,7161,101001,7902,8917,54826,9067,15032,24524,8188,9941,21250,8734,9429
2011,34,Union Territory - PUDUCHERRY (34),Total,None,207552,0,0,4906,0,0,18444,0,0,43843,0,0,86796,0,0,34255,0,0,11038,0,0,8270,0,0
2011,34,Union Territory - PUDUCHERRY (34),Total,1,70669,29860,40809,7184,1347,5837,8555,4625,3930,8519,4644,3875,11736,5447,6289,17215,5757,11458,9059,3857,5202,8401,4183,4218
2011,34,Union Territory - PUDUCHERRY (34),Total,2,22606,21780,23432,0,0,0,6015,5794,6236,2749,2661,2837,2341,2284,2398,3202,3102,3302,4227,4058,4396,4072,3881,4263
2011,34,Union Territory - PUDUCHERRY (34),Total,3,1126,1417,1961,0,0,0,0,0,0,241,274,449,111,142,191,139,183,234,188,255,309,447,563,778
2011,34,Union Territory - PUDUCHERRY (34),Total,4+,104,179,281,0,0,0,0,0,0,0,0,0,17,29,39,15,25,38,12,18,34,60,107,170
2011,34,Union Territory - PUDUCHERRY (34),Rural,Total,94933,16210,20179,4282,446,2348,10072,3182,3109,15738,2237,2058,30454,2430,2514,19070,2739,4406,8425,2483,3090,6892,2693,2654
2011,34,Union Territory - PUDUCHERRY (34),Rural,None,65698,0,0,1488,0,0,5617,0,0,12345,0,0,26232,0,0,12895,0,0,4123,0,0,2998,0,0
2011,34,Union Territory - PUDUCHERRY (34),Rural,1,22378,9441,12937,2794,446,2348,2619,1384,1235,2547,1398,1149,3521,1731,1790,5237,1812,3425,3091,1278,1813,2569,1392,1177
2011,34,Union Territory - PUDUCHERRY (34),Rural,2,6573,6400,6746,0,0,0,1836,1798,1874,790,774,806,681,668,694,906,885,927,1154,1125,1183,1206,1150,1262
2011,34,Union Territory - PUDUCHERRY (34),Rural,3,271,348,465,0,0,0,0,0,0,56,65,103,19,29,28,32,42,54,54,77,85,110,135,195
2011,34,Union Territory - PUDUCHERRY (34),Rural,4+,13,21,31,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,3,9,9,16,20
2011,34,Union Territory - PUDUCHERRY (34),Urban,Total,207124,37026,46304,7808,901,3489,22942,7237,7057,39614,5342,5103,70547,5472,6403,35756,6328,10626,16099,5705,6851,14358,6041,6775
2011,34,Union Territory - PUDUCHERRY (34),Urban,None,141854,0,0,3418,0,0,12827,0,0,31498,0,0,60564,0,0,21360,0,0,6915,0,0,5272,0,0
2011,34,Union Territory - PUDUCHERRY (34),Urban,1,48291,20419,27872,4390,901,3489,5936,3241,2695,5972,3246,2726,8215,3716,4499,11978,3945,8033,5968,2579,3389,5832,2791,3041
2011,34,Union Territory - PUDUCHERRY (34),Urban,2,16033,15380,16686,0,0,0,4179,3996,4362,1959,1887,2031,1660,1616,1704,2296,2217,2375,3073,2933,3213,2866,2731,3001
2011,34,Union Territory - PUDUCHERRY (34),Urban,3,855,1069,1496,0,0,0,0,0,0,185,209,346,92,113,163,107,141,180,134,178,224,337,428,583
2011,34,Union Territory - PUDUCHERRY (34),Urban,4+,91,158,250,0,0,0,0,0,0,0,0,0,16,27,37,15,25,38,9,15,25,51,91,150
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Total,Total,94153,14137,11223,7438,696,660,11788,2058,1458,19233,1982,1278,26342,2281,1752,14769,2329,2221,6979,1880,1629,7604,2911,2225
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Total,None,73579,0,0,6082,0,0,9075,0,0,16566,0,0,22910,0,0,10920,0,0,4234,0,0,3792,0,0
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Total,1,15966,9409,6557,1356,696,660,1910,1253,657,2092,1400,692,2848,1685,1163,3172,1629,1543,2010,1139,871,2578,1607,971
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Total,2,4440,4480,4400,0,0,0,803,805,801,557,558,556,567,573,561,654,666,642,708,706,710,1151,1172,1130
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Total,3,158,229,245,0,0,0,0,0,0,18,24,30,17,23,28,22,32,34,25,32,43,76,118,110
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Total,4+,10,19,21,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5,7,14,14
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Rural,Total,58316,9970,7926,5139,523,487,7333,1499,1085,11265,1401,939,15364,1592,1192,9271,1540,1469,4789,1315,1157,5155,2100,1597
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Rural,None,43947,0,0,4129,0,0,5351,0,0,9391,0,0,13018,0,0,6754,0,0,2865,0,0,2439,0,0
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Rural,1,10973,6477,4496,1010,523,487,1380,893,487,1420,941,479,1919,1156,763,2041,1049,992,1400,787,613,1803,1128,675
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Rural,2,3272,3309,3235,0,0,0,602,606,598,442,445,439,416,421,411,461,470,452,502,499,505,849,868,830
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Rural,3,117,170,181,0,0,0,0,0,0,12,15,21,11,15,18,14,19,23,20,26,34,60,95,85
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Rural,4+,7,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5,4,9,7
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Urban,Total,35837,4167,3297,2299,173,173,4455,559,373,7968,581,339,10978,689,560,5498,789,752,2190,565,472,2449,811,628
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Urban,None,29632,0,0,1953,0,0,3724,0,0,7175,0,0,9892,0,0,4166,0,0,1369,0,0,1353,0,0
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Urban,1,4993,2932,2061,346,173,173,530,360,170,672,459,213,929,529,400,1131,580,551,610,352,258,775,479,296
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Urban,2,1168,1171,1165,0,0,0,201,199,203,115,113,117,151,152,150,193,196,190,206,207,205,302,304,300
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Urban,3,41,59,64,0,0,0,0,0,0,6,9,9,6,8,10,8,13,11,5,6,9,16,23,25
2011,35,Union Territory - ANDAMAN & NICOBAR ISLANDS (35),Urban,4+,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7
