Census_Year,State_Code,State_Name,Region,Seniors_In_HH,Total_HH,Male_All,Female_All,Households_One,Male_One,Female_One,Households_Two,Male_Two,Female_Two,Households_Three,Male_Three,Female_Three,Households_Four,Male_Four,Female_Four,Households_Five,Male_Five,Female_Five,Households_Six,Male_Six,Female_Six,Households_Seven_Plus,Male_Seven_Plus,Female_Seven_Plus
2011,23,State - MADHYA PRADESH (23),Total,Total,15057528,2761745,2937613,720416,124720,232806,1575905,581226,527382,1796841,271156,254639,3087619,263412,257730,3031866,311884,378579,2120608,374213,434283,2724273,835134,852194
2011,23,State - MADHYA PRADESH (23),Total,None,10858843,0,0,362890,0,0,876112,0,0,1421993,0,0,2684396,0,0,2470046,0,0,1503038,0,0,1540368,0,0
2011,23,State - MADHYA PRADESH (23),Total,1,2763707,1299532,1464175,357526,124720,232806,290978,173237,117741,233353,126334,107019,291036,148477,142559,438429,186360,252069,433422,187884,245538,718963,352520,366443
2011,23,State - MADHYA PRADESH (23),Total,2,1374593,1374502,1374684,0,0,0,408815,407989,409641,132043,132461,131625,106928,107364,106492,118449,118430,118468,177743,177057,178429,430615,431201,430029
2011,23,State - MADHYA PRADESH (23),Total,3,55827,78072,89409,0,0,0,0,0,0,9452,12361,15995,4786,6649,7709,4664,6511,7481,6061,8552,9631,30864,43999,48593
2011,23,State - MADHYA PRADESH (23),Total,4+,4558,9639,9345,0,0,0,0,0,0,0,0,0,473,922,970,278,583,561,344,720,685,3463,7414,7129
2011,23,State - MADHYA PRADESH (23),Rural,Total,11060752,2024908,2162749,561911,106978,195771,1257567,493642,444439,1302808,208960,197511,2171181,187985,184542,2217971,211247,255609,1586771,256472,304105,1962543,559624,580772
2011,23,State - MADHYA PRADESH (23),Rural,None,7995034,0,0,259162,0,0,673105,0,0,1018503,0,0,1888525,0,0,1840286,0,0,1154730,0,0,1160723,0,0
2011,23,State - MADHYA PRADESH (23),Rural,1,1989112,928675,1060437,302749,106978,195771,230843,140398,90445,170109,91743,78366,197159,100322,96837,292231,124124,168107,308052,130944,177108,487969,234166,253803
2011,23,State - MADHYA PRADESH (23),Rural,2,1034438,1035360,1033516,0,0,0,353619,353244,353994,106226,106729,105723,81473,81863,81083,81921,82075,81767,119681,119269,120093,291518,292180,290856
2011,23,State - MADHYA PRADESH (23),Rural,3,39355,54964,63101,0,0,0,0,0,0,7970,10488,13422,3674,5107,5915,3367,4684,5417,4083,5790,6459,20261,28895,31888
2011,23,State - MADHYA PRADESH (23),Rural,4+,2813,5909,5695,0,0,0,0,0,0,0,0,0,350,693,707,166,364,318,225,469,445,2072,4383,4225
2011,23,State - MADHYA PRADESH (23),Urban,Total,3996776,736837,774864,158505,17742,37035,318338,87584,82943,494033,62196,57128,916438,75427,73188,813895,100637,122970,533837,117741,130178,761730,275510,271422
2011,23,State - MADHYA PRADESH (23),Urban,None,2863809,0,0,103728,0,0,203007,0,0,403490,0,0,795871,0,0,629760,0,0,348308,0,0,379645,0,0
2011,23,State - MADHYA PRADESH (23),Urban,1,774595,370857,403738,54777,17742,37035,60135,32839,27296,63244,34591,28653,93877,48155,45722,146198,62236,83962,125370,56940,68430,230994,118354,112640
2011,23,State - MADHYA PRADESH (23),Urban,2,340155,339142,341168,0,0,0,55196,54745,55647,25817,25732,25902,25455,25501,25409,36528,36355,36701,58062,57788,58336,139097,139021,139173
2011,23,State - MADHYA PRADESH (23),Urban,3,16472,23108,26308,0,0,0,0,0,0,1482,1873,2573,1112,1542,1794,1297,1827,2064,1978,2762,3172,10603,15104,16705
2011,23,State - MADHYA PRADESH (23),Urban,4+,1745,3730,3650,0,0,0,0,0,0,0,0,0,123,229,263,112,219,243,119,251,240,1391,3031,2904
2011,24,State - GUJARAT (24),Total,Total,12230253,2241254,2537074,473317,59755,159049,1108725,358127,336947,1481752,179062,183953,2695897,207429,233138,2396082,309764,413289,1709135,399491,446371,2365345,727626,764327
2011,24,State - GUJARAT (24),Total,None,8710763,0,0,254513,0,0,662133,0,0,1212848,0,0,2342613,0,0,1809145,0,0,1098314,0,0,1331197,0,0
2011,24,State - GUJARAT (24),Total,1,2318017,1022610,1295407,218804,59755,159049,198110,111591,86519,181566,90106,91460,270616,122950,147666,455529,177081,278448,383203,169800,213403,610189,291327,318862
2011,24,State - GUJARAT (24),Total,2,1149690,1144423,1154957,0,0,0,248482,246536,250428,80565,80431,80699,78634,78497,78771,127058,126382,127734,220702,219699,221705,394249,392878,395620
2011,24,State - GUJARAT (24),Total,3,47112,64446,76890,0,0,0,0,0,0,6773,8525,11794,3453,4903,5456,4032,5667,6429,6470,9055,10355,26384,36296,42856
2011,24,State - GUJARAT (24),Total,4+,4671,9775,9820,0,0,0,0,0,0,0,0,0,581,1079,1245,318,634,678,446,937,908,3326,7125,6989
2011,24,State - GUJARAT (24),Rural,Total,6765213,1325560,1555554,270645,38634,106325,625915,235341,222139,677600,98340,109448,1271644,107175,126608,1337974,157703,221734,1048725,225883,266497,1532710,462484,502803
2011,24,State - GUJARAT (24),Rural,None,4663614,0,0,125686,0,0,337481,0,0,526679,0,0,1088723,0,0,1029213,0,0,687728,0,0,868104,0,0
2011,24,State - GUJARAT (24),Rural,1,1355535,569998,785537,144959,38634,106325,119388,67269,52119,98389,44609,53780,134685,57959,76726,240452,88870,151582,233415,97340,136075,384247,175317,208930
2011,24,State - GUJARAT (24),Rural,2,715521,712193,718849,0,0,0,169046,168072,170020,48197,48244,48150,45957,45763,46151,66114,65725,66503,124040,123404,124676,262167,260985,263349
2011,24,State - GUJARAT (24),Rural,3,27989,38119,45848,0,0,0,0,0,0,4335,5487,7518,1932,2791,3005,2042,2800,3326,3312,4652,5284,16368,22389,26715
2011,24,State - GUJARAT (24),Rural,4+,2554,5250,5320,0,0,0,0,0,0,0,0,0,347,662,726,153,308,323,230,487,462,1824,3793,3809
2011,24,State - GUJARAT (24),Urban,Total,5465040,915694,981520,202672,21121,52724,482810,122786,114808,804152,80722,74505,1424253,100254,106530,1058108,152061,191555,660410,173608,179874,832635,265142,261524
2011,24,State - GUJARAT (24),Urban,None,4047149,0,0,128827,0,0,324652,0,0,686169,0,0,1253890,0,0,779932,0,0,410586,0,0,463093,0,0
2011,24,State - GUJARAT (24),Urban,1,962482,452612,509870,73845,21121,52724,78722,44322,34400,83177,45497,37680,135931,64991,70940,215077,88211,126866,149788,72460,77328,225942,116010,109932
2011,24,State - GUJARAT (24),Urban,2,434169,432230,436108,0,0,0,79436,78464,80408,32368,32187,32549,32677,32734,32620,60944,60657,61231,96662,96295,97029,132082,131893,132271
2011,24,State - GUJARAT (24),Urban,3,19123,26327,31042,0,0,0,0,0,0,2438,3038,4276,1521,2112,2451,1990,2867,3103,3158,4403,5071,10016,13907,16141
2011,24,State - GUJARAT (24),Urban,4+,2117,4525,4500,0,0,0,0,0,0,0,0,0,234,417,519,165,326,355,216,450,446,1502,3332,3180
2011,25,Union Territory - DAMAN & DIU (25),Total,Total,60900,4861,6484,4881,188,698,9922,794,852,12094,516,526,13991,555,655,9109,659,1043,5118,742,958,5785,1407,1752
2011,25,Union Territory - DAMAN & DIU (25),Total,None,51956,0,0,3995,0,0,8768,0,0,11264,0,0,12974,0,0,7671,0,0,3803,0,0,3481,0,0
2011,25,Union Territory - DAMAN & DIU (25),Total,1,6653,2598,4055,886,188,698,662,331,331,635,322,313,834,373,461,1182,403,779,939,376,563,1515,605,910
2011,25,Union Territory - DAMAN & DIU (25),Total,2,2189,2124,2254,0,0,0,492,463,521,178,173,183,174,170,178,248,247,249,367,355,379,730,716,744
2011,25,Union Territory - DAMAN & DIU (25),Total,3,95,126,159,0,0,0,0,0,0,17,21,30,8,11,13,8,9,15,9,11,16,53,74,85
2011,25,Union Territory - DAMAN & DIU (25),Total,4+,7,13,16,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,6,12,13
2011,25,Union Territory - DAMAN & DIU (25),Rural,Total,12731,1464,2117,861,66,280,1372,266,295,1636,143,157,2540,144,169,2338,166,298,1728,205,286,2256,474,632
2011,25,Union Territory - DAMAN & DIU (25),Rural,None,9925,0,0,515,0,0,1000,0,0,1405,0,0,2280,0,0,1937,0,0,1341,0,0,1447,0,0
2011,25,Union Territory - DAMAN & DIU (25),Rural,1,2059,720,1339,346,66,280,183,81,102,167,80,87,207,91,116,342,105,237,284,104,180,530,193,337
2011,25,Union Territory - DAMAN & DIU (25),Rural,2,719,709,729,0,0,0,189,185,193,59,58,60,53,53,53,55,57,53,102,100,104,261,256,266
2011,25,Union Territory - DAMAN & DIU (25),Rural,3,28,35,49,0,0,0,0,0,0,5,5,10,0,0,0,4,4,8,1,1,2,18,25,29
2011,25,Union Territory - DAMAN & DIU (25),Rural,4+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,25,Union Territory - DAMAN & DIU (25),Urban,Total,48169,3397,4367,4020,122,418,8550,528,557,10458,373,369,11451,411,486,6771,493,745,3390,537,672,3529,933,1120
2011,25,Union Territory - DAMAN & DIU (25),Urban,None,42031,0,0,3480,0,0,7768,0,0,9859,0,0,10694,0,0,5734,0,0,2462,0,0,2034,0,0
2011,25,Union Territory - DAMAN & DIU (25),Urban,1,4594,1878,2716,540,122,418,479,250,229,468,242,226,627,282,345,840,298,542,655,272,383,985,412,573
2011,25,Union Territory - DAMAN & DIU (25),Urban,2,1470,1415,1525,0,0,0,303,278,328,119,115,123,121,117,125,193,190,196,265,255,275,469,460,478
2011,25,Union Territory - DAMAN & DIU (25),Urban,3,67,91,110,0,0,0,0,0,0,12,16,20,8,11,13,4,5,7,8,10,14,35,49,56
2011,25,Union Territory - DAMAN & DIU (25),Urban,4+,7,13,16,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,6,12,13
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Total,Total,76337,6352,7525,4286,185,280,9600,955,781,12822,502,497,16890,614,715,12516,775,1071,8067,944,1281,12156,2377,2900
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Total,None,65650,0,0,3821,0,0,8454,0,0,12040,0,0,15799,0,0,10977,0,0,6310,0,0,8249,0,0
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Total,1,7603,3283,4320,465,185,280,556,367,189,581,298,283,859,386,473,1239,475,764,1295,497,798,2608,1075,1533
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Total,2,2981,2933,3029,0,0,0,590,588,592,185,183,187,226,220,232,293,289,297,456,439,473,1231,1214,1248
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Total,3,100,131,169,0,0,0,0,0,0,16,21,27,6,8,10,7,11,10,6,8,10,65,83,112
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Total,4+,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Rural,Total,36007,3743,4881,1671,101,173,3860,637,528,4384,247,304,5908,302,367,6416,387,563,4978,462,761,8790,1607,2185
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Rural,None,29431,0,0,1397,0,0,3123,0,0,3968,0,0,5380,0,0,5639,0,0,3971,0,0,5953,0,0
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Rural,1,4584,1770,2814,274,101,173,309,210,99,290,120,170,390,167,223,608,219,389,793,254,539,1920,699,1221
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Rural,2,1937,1906,1968,0,0,0,428,427,429,117,116,118,135,130,140,165,163,167,212,205,219,880,865,895
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Rural,3,54,66,96,0,0,0,0,0,0,9,11,16,3,5,4,4,5,7,2,3,3,36,42,66
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Rural,4+,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Urban,Total,40330,2609,2644,2615,84,107,5740,318,253,8438,255,193,10982,312,348,6100,388,508,3089,482,520,3366,770,715
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Urban,None,36219,0,0,2424,0,0,5331,0,0,8072,0,0,10419,0,0,5338,0,0,2339,0,0,2296,0,0
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Urban,1,3019,1513,1506,191,84,107,247,157,90,291,178,113,469,219,250,631,256,375,502,243,259,688,376,312
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Urban,2,1044,1027,1061,0,0,0,162,161,163,68,67,69,91,90,92,128,126,130,244,234,254,351,349,353
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Urban,3,46,65,73,0,0,0,0,0,0,7,10,11,3,3,6,3,6,3,4,5,7,29,41,46
2011,26,Union Territory - DADRA & NAGAR HAVELI (26),Urban,4+,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4
2011,27,State - MAHARASHTRA (27),Total,Total,24354087,5238501,5838429,1066382,115527,396819,2486511,878293,806662,3526762,511715,460493,6247131,592714,608742,4778854,768166,1063810,2867625,905826,1030844,3380822,1466260,1471059
2011,27,State - MAHARASHTRA (27),Total,None,16220545,0,0,554036,0,0,1408849,0,0,2808048,0,0,5277540,0,0,3280979,0,0,1474078,0,0,1417015,0,0
2011,27,State - MAHARASHTRA (27),Total,1,5363825,2441183,2922642,512346,115527,396819,470369,280782,189587,485432,276709,208723,752356,371841,380515,1180062,448585,731477,873611,384586,489025,1089649,563153,526496
2011,27,State - MAHARASHTRA (27),Total,2,2614952,2582262,2647642,0,0,0,607293,597511,617075,213070,211103,215037,204090,202930,205250,302925,298925,306925,498430,490845,506015,789144,780948,797340
2011,27,State - MAHARASHTRA (27),Total,3,139987,184826,235135,0,0,0,0,0,0,20212,23903,36733,11660,15241,19739,13669,18319,22688,20057,27499,32672,74389,99864,123303
2011,27,State - MAHARASHTRA (27),Total,4+,14778,30230,33010,0,0,0,0,0,0,0,0,0,1485,2702,3238,1219,2337,2720,1449,2896,3132,10625,22295,23920
2011,27,State - MAHARASHTRA (27),Rural,Total,13186648,3232481,3723844,621160,74730,292889,1415205,624674,569521,1653399,291614,276813,3156890,318223,336178,2689690,424123,625623,1709070,571982,673435,1941234,927135,949385
2011,27,State - MAHARASHTRA (27),Rural,None,8184905,0,0,253541,0,0,673951,0,0,1247457,0,0,2642779,0,0,1829258,0,0,816373,0,0,721546,0,0
2011,27,State - MAHARASHTRA (27),Rural,1,3161295,1377816,1783479,367619,74730,292889,288313,178608,109705,257858,142266,115592,382785,185103,197682,681033,244056,436977,554463,233536,320927,629224,319517,309707
2011,27,State - MAHARASHTRA (27),Rural,2,1737685,1715028,1760342,0,0,0,452941,446066,459816,133683,132562,134804,123216,122338,124094,170250,167752,172748,324716,319588,329844,532879,526722,539036
2011,27,State - MAHARASHTRA (27),Rural,3,93604,121347,159465,0,0,0,0,0,0,14401,16786,26417,7256,9239,12529,8464,11008,14384,12670,17191,20819,50813,67123,85316
2011,27,State - MAHARASHTRA (27),Rural,4+,9159,18290,20558,0,0,0,0,0,0,0,0,0,854,1543,1873,685,1307,1514,848,1667,1845,6772,13773,15326
2011,27,State - MAHARASHTRA (27),Urban,Total,11167439,2006020,2114585,445222,40797,103930,1071306,253619,237141,1873363,220101,183680,3090241,274491,272564,2089164,344043,438187,1158555,333844,357409,1439588,539125,521674
2011,27,State - MAHARASHTRA (27),Urban,None,8035640,0,0,300495,0,0,734898,0,0,1560591,0,0,2634761,0,0,1451721,0,0,657705,0,0,695469,0,0
2011,27,State - MAHARASHTRA (27),Urban,1,2202530,1063367,1139163,144727,40797,103930,182056,102174,79882,227574,134443,93131,369571,186738,182833,499029,204529,294500,319148,151050,168098,460425,243636,216789
2011,27,State - MAHARASHTRA (27),Urban,2,877267,867234,887300,0,0,0,154352,151445,157259,79387,78541,80233,80874,80592,81156,132675,131173,134177,173714,171257,176171,256265,254226,258304
2011,27,State - MAHARASHTRA (27),Urban,3,46383,63479,75670,0,0,0,0,0,0,5811,7117,10316,4404,6002,7210,5205,7311,8304,7387,10308,11853,23576,32741,37987
2011,27,State - MAHARASHTRA (27),Urban,4+,5619,11940,12452,0,0,0,0,0,0,0,0,0,631,1159,1365,534,1030,1206,601,1229,1287,3853,8522,8594
2011,28,State - ANDHRA PRADESH (28),Total,Total,20970000,3896409,4359608,1150351,139342,576596,2939745,1110342,873851,3675596,526258,457943,6555429,501881,539119,3624195,541492,834357,1675299,538206,574891,1349385,538888,502851
2011,28,State - ANDHRA PRADESH (28),Total,None,14508588,0,0,434413,0,0,1603877,0,0,2914246,0,0,5683606,0,0,2438280,0,0,832533,0,0,601633,0,0
2011,28,State - ANDHRA PRADESH (28),Total,1,4740954,2191951,2549003,715938,139342,576596,687543,477005,210538,557261,321188,236073,712275,341909,370366,1004387,362497,641890,582237,282302,299935,481313,267708,213605
2011,28,State - ANDHRA PRADESH (28),Total,2,1651378,1614789,1687967,0,0,0,648325,633337,663313,185327,183541,187113,150696,148308,153084,173671,168542,178800,251306,243381,259231,242053,237680,246426
2011,28,State - ANDHRA PRADESH (28),Total,3,65041,81918,113205,0,0,0,0,0,0,18762,21529,34757,8075,10365,13860,7372,9587,12529,8710,11557,14573,22122,28880,37486
2011,28,State - ANDHRA PRADESH (28),Total,4+,4039,7751,9433,0,0,0,0,0,0,0,0,0,777,1299,1809,485,866,1138,513,966,1152,2264,4620,5334
2011,28,State - ANDHRA PRADESH (28),Rural,Total,14210051,2868115,3229591,901951,113893,481661,2116135,877586,693574,2461329,388736,336995,4281262,351213,377245,2430929,377675,575905,1135056,383081,410541,883389,375931,353670
2011,28,State - ANDHRA PRADESH (28),Rural,None,9471290,0,0,306397,0,0,1071886,0,0,1905955,0,0,3675794,0,0,1611683,0,0,534894,0,0,364681,0,0
2011,28,State - ANDHRA PRADESH (28),Rural,1,3432127,1573702,1858425,595554,113893,481661,517338,362553,154785,399641,231839,167802,489283,234603,254680,690690,250574,440116,413376,199391,213985,326245,180849,145396
2011,28,State - ANDHRA PRADESH (28),Rural,2,1257156,1231038,1283274,0,0,0,526911,515033,538789,141109,140083,142135,109909,108388,111430,123103,119915,126291,180454,175148,185760,175670,172471,178869
2011,28,State - ANDHRA PRADESH (28),Rural,3,47018,58806,82248,0,0,0,0,0,0,14624,16814,27058,5747,7331,9910,5157,6661,8810,6023,7985,10084,15467,20015,26386
2011,28,State - ANDHRA PRADESH (28),Rural,4+,2460,4569,5644,0,0,0,0,0,0,0,0,0,529,891,1225,296,525,688,309,557,712,1326,2596,3019
2011,28,State - ANDHRA PRADESH (28),Urban,Total,6759949,1028294,1130017,248400,25449,94935,823610,232756,180277,1214267,137522,120948,2274167,150668,161874,1193266,163817,258452,540243,155125,164350,465996,162957,149181
2011,28,State - ANDHRA PRADESH (28),Urban,None,5037298,0,0,128016,0,0,531991,0,0,1008291,0,0,2007812,0,0,826597,0,0,297639,0,0,236952,0,0
2011,28,State - ANDHRA PRADESH (28),Urban,1,1308827,618249,690578,120384,25449,94935,170205,114452,55753,157620,89349,68271,222992,107306,115686,313697,111923,201774,168861,82911,85950,155068,86859,68209
2011,28,State - ANDHRA PRADESH (28),Urban,2,394222,383751,404693,0,0,0,121414,118304,124524,44218,43458,44978,40787,39920,41654,50568,48627,52509,70852,68233,73471,66383,65209,67557
2011,28,State - ANDHRA PRADESH (28),Urban,3,18023,23112,30957,0,0,0,0,0,0,4138,4715,7699,2328,3034,3950,2215,2926,3719,2687,3572,4489,6655,8865,11100
2011,28,State - ANDHRA PRADESH (28),Urban,4+,1579,3182,3789,0,0,0,0,0,0,0,0,0,248,408,584,189,341,450,204,409,440,938,2024,2315
2011,29,State - KARNATAKA (29),Total,Total,13322215,2739513,3035799,584342,49209,210939,1360344,351144,324553,2148560,303806,261977,3513850,373524,372270,2453725,424573,578236,1423242,432085,486184,1838152,805172,801640
2011,29,State - KARNATAKA (29),Total,None,8817768,0,0,324194,0,0,878644,0,0,1692743,0,0,2886993,0,0,1612047,0,0,725296,0,0,697851,0,0
2011,29,State - KARNATAKA (29),Total,1,3306258,1543957,1762301,260148,49209,210939,287703,163656,124047,352173,201642,150531,513847,260697,253150,687405,271620,415785,486952,223399,263553,718030,373734,344296
2011,29,State - KARNATAKA (29),Total,2,1133167,1105180,1161154,0,0,0,193997,187488,200506,97322,94858,99786,107544,105562,109526,147915,144329,151501,202227,196576,207878,384162,376367,391957
2011,29,State - KARNATAKA (29),Total,3,58910,78247,98483,0,0,0,0,0,0,6322,7306,11660,5005,6488,8527,5920,7845,9915,8270,11162,13648,33393,45446,54733
2011,29,State - KARNATAKA (29),Total,4+,6112,12129,13861,0,0,0,0,0,0,0,0,0,461,777,1067,438,779,1035,497,948,1105,4716,9625,10654
2011,29,State - KARNATAKA (29),Rural,Total,7932773,1828719,2061764,372596,34537,160077,767174,232355,216931,1134010,189675,167493,1960906,231543,230569,1517672,267261,372494,927731,293349,335394,1252684,579999,578806
2011,29,State - KARNATAKA (29),Rural,None,4914454,0,0,177982,0,0,448690,0,0,847194,0,0,1575185,0,0,978339,0,0,448331,0,0,438733,0,0
2011,29,State - KARNATAKA (29),Rural,1,2194426,1006111,1188315,194614,34537,160077,187682,105819,81863,220209,124063,96146,312706,158656,154050,442904,171667,271237,335705,151316,184389,500606,260053,240553
2011,29,State - KARNATAKA (29),Rural,2,780351,762041,798661,0,0,0,130802,126536,135068,62862,61288,64436,69850,68684,71016,92658,90575,94741,138300,134635,141965,285879,280323,291435
2011,29,State - KARNATAKA (29),Rural,3,39665,52735,66260,0,0,0,0,0,0,3745,4324,6911,2954,3833,5029,3575,4671,6054,5154,6938,8524,24237,32969,39742
2011,29,State - KARNATAKA (29),Rural,4+,3877,7832,8528,0,0,0,0,0,0,0,0,0,211,370,474,196,348,462,241,460,516,3229,6654,7076
2011,29,State - KARNATAKA (29),Urban,Total,5389442,910794,974035,211746,14672,50862,593170,118789,107622,1014550,114131,94484,1552944,141981,141701,936053,157312,205742,495511,138736,150790,585468,225173,222834
2011,29,State - KARNATAKA (29),Urban,None,3903314,0,0,146212,0,0,429954,0,0,845549,0,0,1311808,0,0,633708,0,0,276965,0,0,259118,0,0
2011,29,State - KARNATAKA (29),Urban,1,1111832,537846,573986,65534,14672,50862,100021,57837,42184,131964,77579,54385,201141,102041,99100,244501,99953,144548,151247,72083,79164,217424,113681,103743
2011,29,State - KARNATAKA (29),Urban,2,352816,343139,362493,0,0,0,63195,60952,65438,34460,33570,35350,37694,36878,38510,55257,53754,56760,63927,61941,65913,98283,96044,100522
2011,29,State - KARNATAKA (29),Urban,3,19245,25512,32223,0,0,0,0,0,0,2577,2982,4749,2051,2655,3498,2345,3174,3861,3116,4224,5124,9156,12477,14991
2011,29,State - KARNATAKA (29),Urban,4+,2235,4297,5333,0,0,0,0,0,0,0,0,0,250,407,593,242,431,573,256,488,589,1487,2971,3578
2011,30,State - GOA (30),Total,Total,342437,73820,88431,19402,2041,6375,39842,9436,11334,66056,10933,10618,93535,13697,13575,59206,12885,16618,29193,9760,11912,35203,15068,17999
2011,30,State - GOA (30),Total,None,216370,0,0,10986,0,0,24852,0,0,49132,0,0,71047,0,0,35255,0,0,13062,0,0,12036,0,0
2011,30,State - GOA (30),Total,1,92300,39942,52358,8416,2041,6375,9210,3918,5292,12564,6636,5928,17995,9158,8837,18669,7591,11078,10888,4495,6393,14558,6103,8455
2011,30,State - GOA (30),Total,2,31839,31030,32648,0,0,0,5780,5518,6042,4093,3968,4218,4246,4180,4312,5033,4937,5129,4981,4872,5090,7706,7555,7857
2011,30,State - GOA (30),Total,3,1645,2262,2673,0,0,0,0,0,0,267,329,472,203,275,334,231,323,370,229,323,364,715,1012,1133
2011,30,State - GOA (30),Total,4+,283,586,752,0,0,0,0,0,0,0,0,0,44,84,92,18,34,41,33,70,65,188,398,554
2011,30,State - GOA (30),Rural,Total,127938,28966,36366,7504,829,2889,14369,3333,4258,22671,3924,4167,33346,5224,5639,23627,5146,6756,12206,4095,5064,14215,6415,7593
2011,30,State - GOA (30),Rural,None,76303,0,0,3786,0,0,8740,0,0,16155,0,0,24304,0,0,13800,0,0,5212,0,0,4306,0,0
2011,30,State - GOA (30),Rural,1,38754,16087,22667,3718,829,2889,3667,1479,2188,5022,2458,2564,7315,3495,3820,7837,3157,4680,4930,2023,2907,6265,2646,3619
2011,30,State - GOA (30),Rural,2,12209,11899,12519,0,0,0,1962,1854,2070,1413,1366,1460,1644,1619,1669,1916,1883,1949,1973,1934,2012,3301,3243,3359
2011,30,State - GOA (30),Rural,3,588,807,957,0,0,0,0,0,0,81,100,143,72,90,126,66,89,109,82,120,126,287,408,453
2011,30,State - GOA (30),Rural,4+,84,173,223,0,0,0,0,0,0,0,0,0,11,20,24,8,17,18,9,18,19,56,118,162
2011,30,State - GOA (30),Urban,Total,214499,44854,52065,11898,1212,3486,25473,6103,7076,43385,7009,6451,60189,8473,7936,35579,7739,9862,16987,5665,6848,20988,8653,10406
2011,30,State - GOA (30),Urban,None,140067,0,0,7200,0,0,16112,0,0,32977,0,0,46743,0,0,21455,0,0,7850,0,0,7730,0,0
2011,30,State - GOA (30),Urban,1,53546,23855,29691,4698,1212,3486,5543,2439,3104,7542,4178,3364,10680,5663,5017,10832,4434,6398,5958,2472,3486,8293,3457,4836
2011,30,State - GOA (30),Urban,2,19630,19131,20129,0,0,0,3818,3664,3972,2680,2602,2758,2602,2561,2643,3117,3054,3180,3008,2938,3078,4405,4312,4498
2011,30,State - GOA (30),Urban,3,1057,1455,1716,0,0,0,0,0,0,186,229,329,131,185,208,165,234,261,147,203,238,428,604,680
2011,30,State - GOA (30),Urban,4+,199,413,529,0,0,0,0,0,0,0,0,0,33,64,68,10,17,23,24,52,46,132,280,392
2011,31,Union Territory - LAKSHADWEEP (31),Total,Total,11541,2671,2596,875,42,75,985,146,147,1390,173,189,1809,261,259,1622,284,293,1303,312,292,3557,1453,1341
2011,31,Union Territory - LAKSHADWEEP (31),Total,None,7466,0,0,758,0,0,740,0,0,1085,0,0,1376,0,0,1138,0,0,813,0,0,1556,0,0
2011,31,Union Territory - LAKSHADWEEP (31),Total,1,3023,1537,1486,117,42,75,197,98,99,250,115,135,350,173,177,396,193,203,378,200,178,1335,716,619
2011,31,Union Territory - LAKSHADWEEP (31),Total,2,939,938,940,0,0,0,48,48,48,53,55,51,79,82,76,83,82,84,110,108,112,566,563,569
2011,31,Union Territory - LAKSHADWEEP (31),Total,3,91,151,122,0,0,0,0,0,0,2,3,3,4,6,6,5,9,6,2,4,2,78,129,105
2011,31,Union Territory - LAKSHADWEEP (31),Total,4+,22,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,48
2011,31,Union Territory - LAKSHADWEEP (31),Rural,Total,2707,585,514,226,12,20,216,39,35,325,43,46,449,59,51,423,75,83,303,77,66,765,280,213
2011,31,Union Territory - LAKSHADWEEP (31),Rural,None,1815,0,0,194,0,0,152,0,0,251,0,0,353,0,0,293,0,0,187,0,0,385,0,0
2011,31,Union Territory - LAKSHADWEEP (31),Rural,1,695,373,322,32,12,20,54,29,25,59,28,31,82,45,37,103,45,58,89,49,40,276,165,111
2011,31,Union Territory - LAKSHADWEEP (31),Rural,2,187,193,181,0,0,0,10,10,10,15,15,15,14,14,14,26,27,25,27,28,26,95,99,91
2011,31,Union Territory - LAKSHADWEEP (31),Rural,3,10,19,11,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,16,11
2011,31,Union Territory - LAKSHADWEEP (31),Rural,4+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
