,Census_Year,State_Code,State_Name,Region,People_Cons_HH,No_Of_HH,Seniors_In_HH,Senior_Male,Senior_Female
0,2001.0,0.0,INDIA,TOTAL,1.0,7645295,Total,929974,2138823
1,2001.0,0.0,INDIA,TOTAL,2.0,15926266,Total,4441297,3915165
2,2001.0,0.0,INDIA,TOTAL,3.0,22534494,Total,3099899,2801071
3,2001.0,0.0,INDIA,TOTAL,4.0,37090534,Total,3583524,3570794
4,2001.0,0.0,INDIA,TOTAL,5.0,35930733,Total,4452761,5377736
5,2001.0,0.0,INDIA,TOTAL,6.0,26187941,Total,4985926,5691498
6,2001.0,0.0,INDIA,TOTAL,7.0,47804097,Total,16145685,15257717
7,2001.0,0.0,INDIA,TOTAL,1.0,4576498,0,0,0
8,2001.0,0.0,INDIA,TOTAL,2.0,10151267,0,0,0
9,2001.0,0.0,INDIA,TOTAL,3.0,17967430,0,0,0
10,2001.0,0.0,INDIA,TOTAL,4.0,31238003,0,0,0
11,2001.0,0.0,INDIA,TOTAL,5.0,27757243,0,0,0
12,2001.0,0.0,INDIA,TOTAL,6.0,17776613,0,0,0
13,2001.0,0.0,INDIA,TOTAL,7.0,25385412,0,0,0
14,2001.0,0.0,INDIA,TOTAL,1.0,3068797,1,929974,2138823
15,2001.0,0.0,INDIA,TOTAL,2.0,3193536,1,1893077,1300459
16,2001.0,0.0,INDIA,TOTAL,3.0,3301194,1,1824350,1476844
17,2001.0,0.0,INDIA,TOTAL,4.0,4605241,1,2323112,2282129
18,2001.0,0.0,INDIA,TOTAL,5.0,6575549,1,2844964,3730585
19,2001.0,0.0,INDIA,TOTAL,6.0,6223551,1,2792964,3430587
20,2001.0,0.0,INDIA,TOTAL,7.0,14149167,1,7522430,6626737
21,2001.0,0.0,INDIA,TOTAL,1.0,0,2,0,0
22,2001.0,0.0,INDIA,TOTAL,2.0,2581463,2,2548220,2614706
23,2001.0,0.0,INDIA,TOTAL,3.0,1197834,2,1190605,1205063
24,2001.0,0.0,INDIA,TOTAL,4.0,1197245,2,1191089,1203401
25,2001.0,0.0,INDIA,TOTAL,5.0,1542928,2,1530110,1555746
26,2001.0,0.0,INDIA,TOTAL,6.0,2114088,2,2088617,2139559
27,2001.0,0.0,INDIA,TOTAL,7.0,7660466,2,7667847,7653085
28,2001.0,0.0,INDIA,TOTAL,1.0,0,3,0,0
29,2001.0,0.0,INDIA,TOTAL,2.0,0,3,0,0
30,2001.0,0.0,INDIA,TOTAL,3.0,68036,3,84944,119164
31,2001.0,0.0,INDIA,TOTAL,4.0,45593,3,61171,75608
32,2001.0,0.0,INDIA,TOTAL,5.0,51416,3,70498,83750
33,2001.0,0.0,INDIA,TOTAL,6.0,69566,3,96123,112575
34,2001.0,0.0,INDIA,TOTAL,7.0,528448,3,773033,812311
35,2001.0,0.0,INDIA,TOTAL,1.0,0,4+,0,0
36,2001.0,0.0,INDIA,TOTAL,2.0,0,4+,0,0
37,2001.0,0.0,INDIA,TOTAL,3.0,0,4+,0,0
38,2001.0,0.0,INDIA,TOTAL,4.0,4452,4+,8152,9656
39,2001.0,0.0,INDIA,TOTAL,5.0,3597,4+,7189,7655
40,2001.0,0.0,INDIA,TOTAL,6.0,4123,4+,8222,8777
41,2001.0,0.0,INDIA,TOTAL,7.0,80604,4+,182375,165584
42,2001.0,0.0,INDIA,RURAL,1.0,5473994,Total,746957,1728940
43,2001.0,0.0,INDIA,RURAL,2.0,11523535,Total,3506020,3085108
44,2001.0,0.0,INDIA,RURAL,3.0,15199922,Total,2260154,2092821
45,2001.0,0.0,INDIA,RURAL,4.0,24585604,Total,2568898,2567864
46,2001.0,0.0,INDIA,RURAL,5.0,25239905,Total,3175100,3775114
47,2001.0,0.0,INDIA,RURAL,6.0,19245245,Total,3632285,4152422
48,2001.0,0.0,INDIA,RURAL,7.0,36227055,Total,12406130,11627715
49,2001.0,0.0,INDIA,RURAL,1.0,2998097,0,0,0
50,2001.0,0.0,INDIA,RURAL,2.0,7015436,0,0,0
51,2001.0,0.0,INDIA,RURAL,3.0,11863487,0,0,0
52,2001.0,0.0,INDIA,RURAL,4.0,20428461,0,0,0
53,2001.0,0.0,INDIA,RURAL,5.0,19491258,0,0,0
54,2001.0,0.0,INDIA,RURAL,6.0,13087687,0,0,0
55,2001.0,0.0,INDIA,RURAL,7.0,19151151,0,0,0
56,2001.0,0.0,INDIA,RURAL,1.0,2475897,1,746957,1728940
57,2001.0,0.0,INDIA,RURAL,2.0,2425070,1,1445503,979567
58,2001.0,0.0,INDIA,RURAL,3.0,2370039,1,1285074,1084965
59,2001.0,0.0,INDIA,RURAL,4.0,3215186,1,1618057,1597129
60,2001.0,0.0,INDIA,RURAL,5.0,4587936,1,2006824,2581112
61,2001.0,0.0,INDIA,RURAL,6.0,4584610,1,2053605,2531005
62,2001.0,0.0,INDIA,RURAL,7.0,10658579,1,5709853,4948726
63,2001.0,0.0,INDIA,RURAL,1.0,0,2,0,0
64,2001.0,0.0,INDIA,RURAL,2.0,2083029,2,2060517,2105541
65,2001.0,0.0,INDIA,RURAL,3.0,916252,2,912019,920485
66,2001.0,0.0,INDIA,RURAL,4.0,907089,2,902629,911549
67,2001.0,0.0,INDIA,RURAL,5.0,1122193,2,1114339,1130047
68,2001.0,0.0,INDIA,RURAL,6.0,1521528,2,1506060,1536996
69,2001.0,0.0,INDIA,RURAL,7.0,5951332,2,5966634,5936030
70,2001.0,0.0,INDIA,RURAL,1.0,0,3,0,0
71,2001.0,0.0,INDIA,RURAL,2.0,0,3,0,0
72,2001.0,0.0,INDIA,RURAL,3.0,50144,3,63061,87371
73,2001.0,0.0,INDIA,RURAL,4.0,32074,3,43003,53219
74,2001.0,0.0,INDIA,RURAL,5.0,36406,3,49644,59574
75,2001.0,0.0,INDIA,RURAL,6.0,48860,3,67535,79045
76,2001.0,0.0,INDIA,RURAL,7.0,406667,3,598089,621912
77,2001.0,0.0,INDIA,RURAL,1.0,0,4+,0,0
78,2001.0,0.0,INDIA,RURAL,2.0,0,4+,0,0
79,2001.0,0.0,INDIA,RURAL,3.0,0,4+,0,0
80,2001.0,0.0,INDIA,RURAL,4.0,2794,4+,5209,5967
81,2001.0,0.0,INDIA,RURAL,5.0,2112,4+,4293,4381
82,2001.0,0.0,INDIA,RURAL,6.0,2560,4+,5085,5376
83,2001.0,0.0,INDIA,RURAL,7.0,59326,4+,131554,121047
84,2001.0,0.0,INDIA,URBAN,1.0,2171301,Total,183017,409883
85,2001.0,0.0,INDIA,URBAN,2.0,4402731,Total,935277,830057
86,2001.0,0.0,INDIA,URBAN,3.0,7334572,Total,839745,708250
87,2001.0,0.0,INDIA,URBAN,4.0,12504930,Total,1014626,1002930
88,2001.0,0.0,INDIA,URBAN,5.0,10690828,Total,1277661,1602622
89,2001.0,0.0,INDIA,URBAN,6.0,6942696,Total,1353641,1539076
90,2001.0,0.0,INDIA,URBAN,7.0,11577042,Total,3739555,3630002
91,2001.0,0.0,INDIA,URBAN,1.0,1578401,0,0,0
92,2001.0,0.0,INDIA,URBAN,2.0,3135831,0,0,0
93,2001.0,0.0,INDIA,URBAN,3.0,6103943,0,0,0
94,2001.0,0.0,INDIA,URBAN,4.0,10809542,0,0,0
95,2001.0,0.0,INDIA,URBAN,5.0,8265985,0,0,0
96,2001.0,0.0,INDIA,URBAN,6.0,4688926,0,0,0
97,2001.0,0.0,INDIA,URBAN,7.0,6234261,0,0,0
98,2001.0,0.0,INDIA,URBAN,1.0,592900,1,183017,409883
99,2001.0,0.0,INDIA,URBAN,2.0,768466,1,447574,320892
100,2001.0,0.0,INDIA,URBAN,3.0,931155,1,539276,391879
101,2001.0,0.0,INDIA,URBAN,4.0,1390055,1,705055,685000
102,2001.0,0.0,INDIA,URBAN,5.0,1987613,1,838140,1149473
103,2001.0,0.0,INDIA,URBAN,6.0,1638941,1,739359,899582
104,2001.0,0.0,INDIA,URBAN,7.0,3490588,1,1812577,1678011
105,2001.0,0.0,INDIA,URBAN,1.0,0,2,0,0
106,2001.0,0.0,INDIA,URBAN,2.0,498434,2,487703,509165
107,2001.0,0.0,INDIA,URBAN,3.0,281582,2,278586,284578
108,2001.0,0.0,INDIA,URBAN,4.0,290156,2,288460,291852
109,2001.0,0.0,INDIA,URBAN,5.0,420735,2,415771,425699
110,2001.0,0.0,INDIA,URBAN,6.0,592560,2,582557,602563
111,2001.0,0.0,INDIA,URBAN,7.0,1709134,2,1701213,1717055
112,2001.0,0.0,INDIA,URBAN,1.0,0,3,0,0
113,2001.0,0.0,INDIA,URBAN,2.0,0,3,0,0
114,2001.0,0.0,INDIA,URBAN,3.0,17892,3,21883,31793
115,2001.0,0.0,INDIA,URBAN,4.0,13519,3,18168,22389
116,2001.0,0.0,INDIA,URBAN,5.0,15010,3,20854,24176
117,2001.0,0.0,INDIA,URBAN,6.0,20706,3,28588,33530
118,2001.0,0.0,INDIA,URBAN,7.0,121781,3,174944,190399
119,2001.0,0.0,INDIA,URBAN,1.0,0,4+,0,0
120,2001.0,0.0,INDIA,URBAN,2.0,0,4+,0,0
121,2001.0,0.0,INDIA,URBAN,3.0,0,4+,0,0
122,2001.0,0.0,INDIA,URBAN,4.0,1658,4+,2943,3689
123,2001.0,0.0,INDIA,URBAN,5.0,1485,4+,2896,3274
124,2001.0,0.0,INDIA,URBAN,6.0,1563,4+,3137,3401
125,2001.0,0.0,INDIA,URBAN,7.0,21278,4+,50821,44537
126,2001.0,1.0,JAMMU & KASHMIR,TOTAL,1.0,31920,Total,4909,4939
127,2001.0,1.0,JAMMU & KASHMIR,TOTAL,2.0,62383,Total,14895,14087
128,2001.0,1.0,JAMMU & KASHMIR,TOTAL,3.0,107653,Total,16894,14192
129,2001.0,1.0,JAMMU & KASHMIR,TOTAL,4.0,202910,Total,24870,20070
130,2001.0,1.0,JAMMU & KASHMIR,TOTAL,5.0,266180,Total,35404,31161
131,2001.0,1.0,JAMMU & KASHMIR,TOTAL,6.0,249870,Total,45168,41408
132,2001.0,1.0,JAMMU & KASHMIR,TOTAL,7.0,640751,Total,222184,183254
133,2001.0,1.0,JAMMU & KASHMIR,TOTAL,1.0,22072,0,0,0
134,2001.0,1.0,JAMMU & KASHMIR,TOTAL,2.0,41712,0,0,0
135,2001.0,1.0,JAMMU & KASHMIR,TOTAL,3.0,83949,0,0,0
136,2001.0,1.0,JAMMU & KASHMIR,TOTAL,4.0,167479,0,0,0
137,2001.0,1.0,JAMMU & KASHMIR,TOTAL,5.0,212480,0,0,0
138,2001.0,1.0,JAMMU & KASHMIR,TOTAL,6.0,181520,0,0,0
139,2001.0,1.0,JAMMU & KASHMIR,TOTAL,7.0,352541,0,0,0
140,2001.0,1.0,JAMMU & KASHMIR,TOTAL,1.0,9848,1,4909,4939
141,2001.0,1.0,JAMMU & KASHMIR,TOTAL,2.0,12360,1,6521,5839
142,2001.0,1.0,JAMMU & KASHMIR,TOTAL,3.0,16516,1,9566,6950
143,2001.0,1.0,JAMMU & KASHMIR,TOTAL,4.0,26257,1,15413,10844
144,2001.0,1.0,JAMMU & KASHMIR,TOTAL,5.0,41252,1,22620,18632
145,2001.0,1.0,JAMMU & KASHMIR,TOTAL,6.0,50750,1,26985,23765
146,2001.0,1.0,JAMMU & KASHMIR,TOTAL,7.0,181088,1,107366,73722
147,2001.0,1.0,JAMMU & KASHMIR,TOTAL,1.0,0,2,0,0
148,2001.0,1.0,JAMMU & KASHMIR,TOTAL,2.0,8311,2,8374,8248
149,2001.0,1.0,JAMMU & KASHMIR,TOTAL,3.0,6994,2,7061,6927
150,2001.0,1.0,JAMMU & KASHMIR,TOTAL,4.0,8858,2,8985,8731
151,2001.0,1.0,JAMMU & KASHMIR,TOTAL,5.0,12055,2,12203,11907
152,2001.0,1.0,JAMMU & KASHMIR,TOTAL,6.0,17016,2,17286,16746
153,2001.0,1.0,JAMMU & KASHMIR,TOTAL,7.0,98657,2,100877,96437
154,2001.0,1.0,JAMMU & KASHMIR,TOTAL,1.0,0,3,0,0
155,2001.0,1.0,JAMMU & KASHMIR,TOTAL,2.0,0,3,0,0
156,2001.0,1.0,JAMMU & KASHMIR,TOTAL,3.0,194,3,267,315
157,2001.0,1.0,JAMMU & KASHMIR,TOTAL,4.0,297,3,437,454
158,2001.0,1.0,JAMMU & KASHMIR,TOTAL,5.0,370,3,535,575
159,2001.0,1.0,JAMMU & KASHMIR,TOTAL,6.0,544,3,812,820
160,2001.0,1.0,JAMMU & KASHMIR,TOTAL,7.0,7234,3,11106,10596
161,2001.0,1.0,JAMMU & KASHMIR,TOTAL,1.0,0,4+,0,0
162,2001.0,1.0,JAMMU & KASHMIR,TOTAL,2.0,0,4+,0,0
163,2001.0,1.0,JAMMU & KASHMIR,TOTAL,3.0,0,4+,0,0
164,2001.0,1.0,JAMMU & KASHMIR,TOTAL,4.0,19,4+,35,41
165,2001.0,1.0,JAMMU & KASHMIR,TOTAL,5.0,23,4+,46,47
166,2001.0,1.0,JAMMU & KASHMIR,TOTAL,6.0,40,4+,85,77
167,2001.0,1.0,JAMMU & KASHMIR,TOTAL,7.0,1231,4+,2835,2499
168,2001.0,1.0,JAMMU & KASHMIR,RURAL,1.0,20576,Total,3970,3932
169,2001.0,1.0,JAMMU & KASHMIR,RURAL,2.0,45279,Total,11724,11268
170,2001.0,1.0,JAMMU & KASHMIR,RURAL,3.0,77020,Total,13214,11410
171,2001.0,1.0,JAMMU & KASHMIR,RURAL,4.0,137219,Total,19332,15723
172,2001.0,1.0,JAMMU & KASHMIR,RURAL,5.0,190056,Total,26707,22454
173,2001.0,1.0,JAMMU & KASHMIR,RURAL,6.0,189422,Total,33479,29994
174,2001.0,1.0,JAMMU & KASHMIR,RURAL,7.0,504520,Total,171538,139601
175,2001.0,1.0,JAMMU & KASHMIR,RURAL,1.0,12674,0,0,0
176,2001.0,1.0,JAMMU & KASHMIR,RURAL,2.0,28906,0,0,0
177,2001.0,1.0,JAMMU & KASHMIR,RURAL,3.0,58350,0,0,0
178,2001.0,1.0,JAMMU & KASHMIR,RURAL,4.0,109890,0,0,0
179,2001.0,1.0,JAMMU & KASHMIR,RURAL,5.0,150898,0,0,0
180,2001.0,1.0,JAMMU & KASHMIR,RURAL,6.0,139031,0,0,0
181,2001.0,1.0,JAMMU & KASHMIR,RURAL,7.0,281914,0,0,0
182,2001.0,1.0,JAMMU & KASHMIR,RURAL,1.0,7902,1,3970,3932
183,2001.0,1.0,JAMMU & KASHMIR,RURAL,2.0,9754,1,5059,4695
184,2001.0,1.0,JAMMU & KASHMIR,RURAL,3.0,12864,1,7305,5559
185,2001.0,1.0,JAMMU & KASHMIR,RURAL,4.0,19850,1,11649,8201
186,2001.0,1.0,JAMMU & KASHMIR,RURAL,5.0,29488,1,16781,12707
187,2001.0,1.0,JAMMU & KASHMIR,RURAL,6.0,37762,1,20409,17353
188,2001.0,1.0,JAMMU & KASHMIR,RURAL,7.0,141385,1,84626,56759
189,2001.0,1.0,JAMMU & KASHMIR,RURAL,1.0,0,2,0,0
190,2001.0,1.0,JAMMU & KASHMIR,RURAL,2.0,6619,2,6665,6573
191,2001.0,1.0,JAMMU & KASHMIR,RURAL,3.0,5658,2,5704,5612
192,2001.0,1.0,JAMMU & KASHMIR,RURAL,4.0,7243,2,7329,7157
193,2001.0,1.0,JAMMU & KASHMIR,RURAL,5.0,9357,2,9467,9247
194,2001.0,1.0,JAMMU & KASHMIR,RURAL,6.0,12201,2,12414,11988
195,2001.0,1.0,JAMMU & KASHMIR,RURAL,7.0,75023,2,76786,73260
196,2001.0,1.0,JAMMU & KASHMIR,RURAL,1.0,0,3,0,0
197,2001.0,1.0,JAMMU & KASHMIR,RURAL,2.0,0,3,0,0
198,2001.0,1.0,JAMMU & KASHMIR,RURAL,3.0,148,3,205,239
199,2001.0,1.0,JAMMU & KASHMIR,RURAL,4.0,225,3,333,342
200,2001.0,1.0,JAMMU & KASHMIR,RURAL,5.0,294,3,420,462
201,2001.0,1.0,JAMMU & KASHMIR,RURAL,6.0,405,3,608,607
202,2001.0,1.0,JAMMU & KASHMIR,RURAL,7.0,5353,3,8191,7868
203,2001.0,1.0,JAMMU & KASHMIR,RURAL,1.0,0,4+,0,0
204,2001.0,1.0,JAMMU & KASHMIR,RURAL,2.0,0,4+,0,0
205,2001.0,1.0,JAMMU & KASHMIR,RURAL,3.0,0,4+,0,0
206,2001.0,1.0,JAMMU & KASHMIR,RURAL,4.0,11,4+,21,23
207,2001.0,1.0,JAMMU & KASHMIR,RURAL,5.0,19,4+,39,38
208,2001.0,1.0,JAMMU & KASHMIR,RURAL,6.0,23,4+,48,46
209,2001.0,1.0,JAMMU & KASHMIR,RURAL,7.0,845,4+,1935,1714
210,2001.0,1.0,JAMMU & KASHMIR,URBAN,1.0,11344,Total,939,1007
211,2001.0,1.0,JAMMU & KASHMIR,URBAN,2.0,17104,Total,3171,2819
212,2001.0,1.0,JAMMU & KASHMIR,URBAN,3.0,30633,Total,3680,2782
213,2001.0,1.0,JAMMU & KASHMIR,URBAN,4.0,65691,Total,5538,4347
214,2001.0,1.0,JAMMU & KASHMIR,URBAN,5.0,76124,Total,8697,8707
215,2001.0,1.0,JAMMU & KASHMIR,URBAN,6.0,60448,Total,11689,11414
216,2001.0,1.0,JAMMU & KASHMIR,URBAN,7.0,136231,Total,50646,43653
217,2001.0,1.0,JAMMU & KASHMIR,URBAN,1.0,9398,0,0,0
218,2001.0,1.0,JAMMU & KASHMIR,URBAN,2.0,12806,0,0,0
219,2001.0,1.0,JAMMU & KASHMIR,URBAN,3.0,25599,0,0,0
220,2001.0,1.0,JAMMU & KASHMIR,URBAN,4.0,57589,0,0,0
221,2001.0,1.0,JAMMU & KASHMIR,URBAN,5.0,61582,0,0,0
222,2001.0,1.0,JAMMU & KASHMIR,URBAN,6.0,42489,0,0,0
223,2001.0,1.0,JAMMU & KASHMIR,URBAN,7.0,70627,0,0,0
224,2001.0,1.0,JAMMU & KASHMIR,URBAN,1.0,1946,1,939,1007
225,2001.0,1.0,JAMMU & KASHMIR,URBAN,2.0,2606,1,1462,1144
226,2001.0,1.0,JAMMU & KASHMIR,URBAN,3.0,3652,1,2261,1391
227,2001.0,1.0,JAMMU & KASHMIR,URBAN,4.0,6407,1,3764,2643
228,2001.0,1.0,JAMMU & KASHMIR,URBAN,5.0,11764,1,5839,5925
229,2001.0,1.0,JAMMU & KASHMIR,URBAN,6.0,12988,1,6576,6412
230,2001.0,1.0,JAMMU & KASHMIR,URBAN,7.0,39703,1,22740,16963
231,2001.0,1.0,JAMMU & KASHMIR,URBAN,1.0,0,2,0,0
232,2001.0,1.0,JAMMU & KASHMIR,URBAN,2.0,1692,2,1709,1675
233,2001.0,1.0,JAMMU & KASHMIR,URBAN,3.0,1336,2,1357,1315
234,2001.0,1.0,JAMMU & KASHMIR,URBAN,4.0,1615,2,1656,1574
235,2001.0,1.0,JAMMU & KASHMIR,URBAN,5.0,2698,2,2736,2660
236,2001.0,1.0,JAMMU & KASHMIR,URBAN,6.0,4815,2,4872,4758
237,2001.0,1.0,JAMMU & KASHMIR,URBAN,7.0,23634,2,24091,23177
238,2001.0,1.0,JAMMU & KASHMIR,URBAN,1.0,0,3,0,0
239,2001.0,1.0,JAMMU & KASHMIR,URBAN,2.0,0,3,0,0
240,2001.0,1.0,JAMMU & KASHMIR,URBAN,3.0,46,3,62,76
241,2001.0,1.0,JAMMU & KASHMIR,URBAN,4.0,72,3,104,112
242,2001.0,1.0,JAMMU & KASHMIR,URBAN,5.0,76,3,115,113
243,2001.0,1.0,JAMMU & KASHMIR,URBAN,6.0,139,3,204,213
244,2001.0,1.0,JAMMU & KASHMIR,URBAN,7.0,1881,3,2915,2728
245,2001.0,1.0,JAMMU & KASHMIR,URBAN,1.0,0,4+,0,0
246,2001.0,1.0,JAMMU & KASHMIR,URBAN,2.0,0,4+,0,0
247,2001.0,1.0,JAMMU & KASHMIR,URBAN,3.0,0,4+,0,0
248,2001.0,1.0,JAMMU & KASHMIR,URBAN,4.0,8,4+,14,18
249,2001.0,1.0,JAMMU & KASHMIR,URBAN,5.0,4,4+,7,9
250,2001.0,1.0,JAMMU & KASHMIR,URBAN,6.0,17,4+,37,31
251,2001.0,1.0,JAMMU & KASHMIR,URBAN,7.0,386,4+,900,785
252,2001.0,2.0,HIMACHAL PRADESH,TOTAL,1.0,86014,Total,9259,17783
253,2001.0,2.0,HIMACHAL PRADESH,TOTAL,2.0,99406,Total,30934,27241
254,2001.0,2.0,HIMACHAL PRADESH,TOTAL,3.0,136374,Total,21808,17616
255,2001.0,2.0,HIMACHAL PRADESH,TOTAL,4.0,250743,Total,25357,24551
256,2001.0,2.0,HIMACHAL PRADESH,TOTAL,5.0,235683,Total,34805,42166
257,2001.0,2.0,HIMACHAL PRADESH,TOTAL,6.0,159501,Total,41041,46014
258,2001.0,2.0,HIMACHAL PRADESH,TOTAL,7.0,251341,Total,106742,100902
259,2001.0,2.0,HIMACHAL PRADESH,TOTAL,1.0,58972,0,0,0
260,2001.0,2.0,HIMACHAL PRADESH,TOTAL,2.0,60032,0,0,0
261,2001.0,2.0,HIMACHAL PRADESH,TOTAL,3.0,106339,0,0,0
262,2001.0,2.0,HIMACHAL PRADESH,TOTAL,4.0,209347,0,0,0
263,2001.0,2.0,HIMACHAL PRADESH,TOTAL,5.0,171343,0,0,0
264,2001.0,2.0,HIMACHAL PRADESH,TOTAL,6.0,91902,0,0,0
265,2001.0,2.0,HIMACHAL PRADESH,TOTAL,7.0,105474,0,0,0
266,2001.0,2.0,HIMACHAL PRADESH,TOTAL,1.0,27042,1,9259,17783
267,2001.0,2.0,HIMACHAL PRADESH,TOTAL,2.0,20573,1,12318,8255
268,2001.0,2.0,HIMACHAL PRADESH,TOTAL,3.0,21306,1,12827,8479
269,2001.0,2.0,HIMACHAL PRADESH,TOTAL,4.0,33367,1,17109,16258
270,2001.0,2.0,HIMACHAL PRADESH,TOTAL,5.0,52243,1,22488,29755
271,2001.0,2.0,HIMACHAL PRADESH,TOTAL,6.0,48835,1,22096,26739
272,2001.0,2.0,HIMACHAL PRADESH,TOTAL,7.0,89734,1,47753,41981
273,2001.0,2.0,HIMACHAL PRADESH,TOTAL,1.0,0,2,0,0
274,2001.0,2.0,HIMACHAL PRADESH,TOTAL,2.0,18801,2,18616,18986
275,2001.0,2.0,HIMACHAL PRADESH,TOTAL,3.0,8069,2,8097,8041
276,2001.0,2.0,HIMACHAL PRADESH,TOTAL,4.0,7589,2,7613,7565
277,2001.0,2.0,HIMACHAL PRADESH,TOTAL,5.0,11606,2,11597,11615
278,2001.0,2.0,HIMACHAL PRADESH,TOTAL,6.0,18114,2,18009,18219
279,2001.0,2.0,HIMACHAL PRADESH,TOTAL,7.0,51120,2,51311,50929
280,2001.0,2.0,HIMACHAL PRADESH,TOTAL,1.0,0,3,0,0
281,2001.0,2.0,HIMACHAL PRADESH,TOTAL,2.0,0,3,0,0
282,2001.0,2.0,HIMACHAL PRADESH,TOTAL,3.0,660,3,884,1096
283,2001.0,2.0,HIMACHAL PRADESH,TOTAL,4.0,397,3,558,633
284,2001.0,2.0,HIMACHAL PRADESH,TOTAL,5.0,454,3,640,722
285,2001.0,2.0,HIMACHAL PRADESH,TOTAL,6.0,614,3,862,980
286,2001.0,2.0,HIMACHAL PRADESH,TOTAL,7.0,4478,3,6529,6905
287,2001.0,2.0,HIMACHAL PRADESH,TOTAL,1.0,0,4+,0,0
288,2001.0,2.0,HIMACHAL PRADESH,TOTAL,2.0,0,4+,0,0
289,2001.0,2.0,HIMACHAL PRADESH,TOTAL,3.0,0,4+,0,0
290,2001.0,2.0,HIMACHAL PRADESH,TOTAL,4.0,43,4+,77,95
291,2001.0,2.0,HIMACHAL PRADESH,TOTAL,5.0,37,4+,80,74
292,2001.0,2.0,HIMACHAL PRADESH,TOTAL,6.0,36,4+,74,76
293,2001.0,2.0,HIMACHAL PRADESH,TOTAL,7.0,535,4+,1149,1087
294,2001.0,2.0,HIMACHAL PRADESH,RURAL,1.0,68390,Total,8361,16794
295,2001.0,2.0,HIMACHAL PRADESH,RURAL,2.0,83403,Total,28514,25329
296,2001.0,2.0,HIMACHAL PRADESH,RURAL,3.0,115330,Total,19806,16215
297,2001.0,2.0,HIMACHAL PRADESH,RURAL,4.0,215271,Total,23131,22721
298,2001.0,2.0,HIMACHAL PRADESH,RURAL,5.0,211967,Total,32098,38977
299,2001.0,2.0,HIMACHAL PRADESH,RURAL,6.0,147280,Total,38070,43035
300,2001.0,2.0,HIMACHAL PRADESH,RURAL,7.0,236375,Total,100877,95514
301,2001.0,2.0,HIMACHAL PRADESH,RURAL,1.0,43235,0,0,0
302,2001.0,2.0,HIMACHAL PRADESH,RURAL,2.0,47134,0,0,0
303,2001.0,2.0,HIMACHAL PRADESH,RURAL,3.0,87959,0,0,0
304,2001.0,2.0,HIMACHAL PRADESH,RURAL,4.0,177323,0,0,0
305,2001.0,2.0,HIMACHAL PRADESH,RURAL,5.0,152643,0,0,0
306,2001.0,2.0,HIMACHAL PRADESH,RURAL,6.0,84205,0,0,0
307,2001.0,2.0,HIMACHAL PRADESH,RURAL,7.0,98412,0,0,0
308,2001.0,2.0,HIMACHAL PRADESH,RURAL,1.0,25155,1,8361,16794
309,2001.0,2.0,HIMACHAL PRADESH,RURAL,2.0,18695,1,11116,7579
310,2001.0,2.0,HIMACHAL PRADESH,RURAL,3.0,19349,1,11549,7800
311,2001.0,2.0,HIMACHAL PRADESH,RURAL,4.0,30487,1,15477,15010
312,2001.0,2.0,HIMACHAL PRADESH,RURAL,5.0,48061,1,20641,27420
313,2001.0,2.0,HIMACHAL PRADESH,RURAL,6.0,45708,1,20525,25183
314,2001.0,2.0,HIMACHAL PRADESH,RURAL,7.0,84893,1,45085,39808
315,2001.0,2.0,HIMACHAL PRADESH,RURAL,1.0,0,2,0,0
316,2001.0,2.0,HIMACHAL PRADESH,RURAL,2.0,17574,2,17398,17750
317,2001.0,2.0,HIMACHAL PRADESH,RURAL,3.0,7394,2,7414,7374
318,2001.0,2.0,HIMACHAL PRADESH,RURAL,4.0,7059,2,7076,7042
319,2001.0,2.0,HIMACHAL PRADESH,RURAL,5.0,10814,2,10805,10823
320,2001.0,2.0,HIMACHAL PRADESH,RURAL,6.0,16742,2,16643,16841
321,2001.0,2.0,HIMACHAL PRADESH,RURAL,7.0,48289,2,48482,48096
322,2001.0,2.0,HIMACHAL PRADESH,RURAL,1.0,0,3,0,0
323,2001.0,2.0,HIMACHAL PRADESH,RURAL,2.0,0,3,0,0
324,2001.0,2.0,HIMACHAL PRADESH,RURAL,3.0,628,3,843,1041
325,2001.0,2.0,HIMACHAL PRADESH,RURAL,4.0,361,3,504,579
326,2001.0,2.0,HIMACHAL PRADESH,RURAL,5.0,416,3,580,668
327,2001.0,2.0,HIMACHAL PRADESH,RURAL,6.0,592,3,833,943
328,2001.0,2.0,HIMACHAL PRADESH,RURAL,7.0,4280,3,6253,6587
329,2001.0,2.0,HIMACHAL PRADESH,RURAL,1.0,0,4+,0,0
330,2001.0,2.0,HIMACHAL PRADESH,RURAL,2.0,0,4+,0,0
331,2001.0,2.0,HIMACHAL PRADESH,RURAL,3.0,0,4+,0,0
332,2001.0,2.0,HIMACHAL PRADESH,RURAL,4.0,41,4+,74,90
333,2001.0,2.0,HIMACHAL PRADESH,RURAL,5.0,33,4+,72,66
334,2001.0,2.0,HIMACHAL PRADESH,RURAL,6.0,33,4+,69,68
335,2001.0,2.0,HIMACHAL PRADESH,RURAL,7.0,501,4+,1057,1023
336,2001.0,2.0,HIMACHAL PRADESH,URBAN,1.0,17624,Total,898,989
337,2001.0,2.0,HIMACHAL PRADESH,URBAN,2.0,16003,Total,2420,1912
338,2001.0,2.0,HIMACHAL PRADESH,URBAN,3.0,21044,Total,2002,1401
