,Census_Year,State_Code,State_Name,Region,People_Cons_HH,No_Of_HH,Seniors_In_HH,Senior_Male,Senior_Female
7903,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,1.0,2424,0,0,0
7904,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,2.0,5331,0,0,0
7905,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,3.0,8072,0,0,0
7906,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,4.0,10419,0,0,0
7907,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,5.0,5338,0,0,0
7908,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,6.0,2339,0,0,0
7909,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,7.0,2296,0,0,0
7910,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,1.0,191,1,84,107
7911,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,2.0,247,1,157,90
7912,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,3.0,291,1,178,113
7913,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,4.0,469,1,219,250
7914,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,5.0,631,1,256,375
7915,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,6.0,502,1,243,259
7916,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,7.0,688,1,376,312
7917,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,1.0,0,2,0,0
7918,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,2.0,162,2,161,163
7919,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,3.0,68,2,67,69
7920,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,4.0,91,2,90,92
7921,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,5.0,128,2,126,130
7922,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,6.0,244,2,234,254
7923,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,7.0,351,2,349,353
7924,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,1.0,0,3,0,0
7925,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,2.0,0,3,0,0
7926,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,3.0,7,3,10,11
7927,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,4.0,3,3,3,6
7928,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,5.0,3,3,6,3
7929,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,6.0,4,3,5,7
7930,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,7.0,29,3,41,46
7931,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,1.0,0,4+,0,0
7932,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,2.0,0,4+,0,0
7933,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,3.0,0,4+,0,0
7934,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,4.0,0,4+,0,0
7935,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,5.0,0,4+,0,0
7936,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,6.0,0,4+,0,0
7937,2011.0,26.0,DADRA & NAGAR HAVELI,URBAN,7.0,2,4+,4,4
7938,2011.0,27.0,MAHARASHTRA,TOTAL,1.0,1066382,Total,115527,396819
7939,2011.0,27.0,MAHARASHTRA,TOTAL,2.0,2486511,Total,878293,806662
7940,2011.0,27.0,MAHARASHTRA,TOTAL,3.0,3526762,Total,511715,460493
7941,2011.0,27.0,MAHARASHTRA,TOTAL,4.0,6247131,Total,592714,608742
7942,2011.0,27.0,MAHARASHTRA,TOTAL,5.0,4778854,Total,768166,1063810
7943,2011.0,27.0,MAHARASHTRA,TOTAL,6.0,2867625,Total,905826,1030844
7944,2011.0,27.0,MAHARASHTRA,TOTAL,7.0,3380822,Total,1466260,1471059
7945,2011.0,27.0,MAHARASHTRA,TOTAL,1.0,554036,0,0,0
7946,2011.0,27.0,MAHARASHTRA,TOTAL,2.0,1408849,0,0,0
7947,2011.0,27.0,MAHARASHTRA,TOTAL,3.0,2808048,0,0,0
7948,2011.0,27.0,MAHARASHTRA,TOTAL,4.0,5277540,0,0,0
7949,2011.0,27.0,MAHARASHTRA,TOTAL,5.0,3280979,0,0,0
7950,2011.0,27.0,MAHARASHTRA,TOTAL,6.0,1474078,0,0,0
7951,2011.0,27.0,MAHARASHTRA,TOTAL,7.0,1417015,0,0,0
7952,2011.0,27.0,MAHARASHTRA,TOTAL,1.0,512346,1,115527,396819
7953,2011.0,27.0,MAHARASHTRA,TOTAL,2.0,470369,1,280782,189587
7954,2011.0,27.0,MAHARASHTRA,TOTAL,3.0,485432,1,276709,208723
7955,2011.0,27.0,MAHARASHTRA,TOTAL,4.0,752356,1,371841,380515
7956,2011.0,27.0,MAHARASHTRA,TOTAL,5.0,1180062,1,448585,731477
7957,2011.0,27.0,MAHARASHTRA,TOTAL,6.0,873611,1,384586,489025
7958,2011.0,27.0,MAHARASHTRA,TOTAL,7.0,1089649,1,563153,526496
7959,2011.0,27.0,MAHARASHTRA,TOTAL,1.0,0,2,0,0
7960,2011.0,27.0,MAHARASHTRA,TOTAL,2.0,607293,2,597511,617075
7961,2011.0,27.0,MAHARASHTRA,TOTAL,3.0,213070,2,211103,215037
7962,2011.0,27.0,MAHARASHTRA,TOTAL,4.0,204090,2,202930,205250
7963,2011.0,27.0,MAHARASHTRA,TOTAL,5.0,302925,2,298925,306925
7964,2011.0,27.0,MAHARASHTRA,TOTAL,6.0,498430,2,490845,506015
7965,2011.0,27.0,MAHARASHTRA,TOTAL,7.0,789144,2,780948,797340
7966,2011.0,27.0,MAHARASHTRA,TOTAL,1.0,0,3,0,0
7967,2011.0,27.0,MAHARASHTRA,TOTAL,2.0,0,3,0,0
7968,2011.0,27.0,MAHARASHTRA,TOTAL,3.0,20212,3,23903,36733
7969,2011.0,27.0,MAHARASHTRA,TOTAL,4.0,11660,3,15241,19739
7970,2011.0,27.0,MAHARASHTRA,TOTAL,5.0,13669,3,18319,22688
7971,2011.0,27.0,MAHARASHTRA,TOTAL,6.0,20057,3,27499,32672
7972,2011.0,27.0,MAHARASHTRA,TOTAL,7.0,74389,3,99864,123303
7973,2011.0,27.0,MAHARASHTRA,TOTAL,1.0,0,4+,0,0
7974,2011.0,27.0,MAHARASHTRA,TOTAL,2.0,0,4+,0,0
7975,2011.0,27.0,MAHARASHTRA,TOTAL,3.0,0,4+,0,0
7976,2011.0,27.0,MAHARASHTRA,TOTAL,4.0,1485,4+,2702,3238
7977,2011.0,27.0,MAHARASHTRA,TOTAL,5.0,1219,4+,2337,2720
7978,2011.0,27.0,MAHARASHTRA,TOTAL,6.0,1449,4+,2896,3132
7979,2011.0,27.0,MAHARASHTRA,TOTAL,7.0,10625,4+,22295,23920
7980,2011.0,27.0,MAHARASHTRA,RURAL,1.0,621160,Total,74730,292889
7981,2011.0,27.0,MAHARASHTRA,RURAL,2.0,1415205,Total,624674,569521
7982,2011.0,27.0,MAHARASHTRA,RURAL,3.0,1653399,Total,291614,276813
7983,2011.0,27.0,MAHARASHTRA,RURAL,4.0,3156890,Total,318223,336178
7984,2011.0,27.0,MAHARASHTRA,RURAL,5.0,2689690,Total,424123,625623
7985,2011.0,27.0,MAHARASHTRA,RURAL,6.0,1709070,Total,571982,673435
7986,2011.0,27.0,MAHARASHTRA,RURAL,7.0,1941234,Total,927135,949385
7987,2011.0,27.0,MAHARASHTRA,RURAL,1.0,253541,0,0,0
7988,2011.0,27.0,MAHARASHTRA,RURAL,2.0,673951,0,0,0
7989,2011.0,27.0,MAHARASHTRA,RURAL,3.0,1247457,0,0,0
7990,2011.0,27.0,MAHARASHTRA,RURAL,4.0,2642779,0,0,0
7991,2011.0,27.0,MAHARASHTRA,RURAL,5.0,1829258,0,0,0
7992,2011.0,27.0,MAHARASHTRA,RURAL,6.0,816373,0,0,0
7993,2011.0,27.0,MAHARASHTRA,RURAL,7.0,721546,0,0,0
7994,2011.0,27.0,MAHARASHTRA,RURAL,1.0,367619,1,74730,292889
7995,2011.0,27.0,MAHARASHTRA,RURAL,2.0,288313,1,178608,109705
7996,2011.0,27.0,MAHARASHTRA,RURAL,3.0,257858,1,142266,115592
7997,2011.0,27.0,MAHARASHTRA,RURAL,4.0,382785,1,185103,197682
7998,2011.0,27.0,MAHARASHTRA,RURAL,5.0,681033,1,244056,436977
7999,2011.0,27.0,MAHARASHTRA,RURAL,6.0,554463,1,233536,320927
8000,2011.0,27.0,MAHARASHTRA,RURAL,7.0,629224,1,319517,309707
8001,2011.0,27.0,MAHARASHTRA,RURAL,1.0,0,2,0,0
8002,2011.0,27.0,MAHARASHTRA,RURAL,2.0,452941,2,446066,459816
8003,2011.0,27.0,MAHARASHTRA,RURAL,3.0,133683,2,132562,134804
8004,2011.0,27.0,MAHARASHTRA,RURAL,4.0,123216,2,122338,124094
8005,2011.0,27.0,MAHARASHTRA,RURAL,5.0,170250,2,167752,172748
8006,2011.0,27.0,MAHARASHTRA,RURAL,6.0,324716,2,319588,329844
8007,2011.0,27.0,MAHARASHTRA,RURAL,7.0,532879,2,526722,539036
8008,2011.0,27.0,MAHARASHTRA,RURAL,1.0,0,3,0,0
8009,2011.0,27.0,MAHARASHTRA,RURAL,2.0,0,3,0,0
8010,2011.0,27.0,MAHARASHTRA,RURAL,3.0,14401,3,16786,26417
8011,2011.0,27.0,MAHARASHTRA,RURAL,4.0,7256,3,9239,12529
8012,2011.0,27.0,MAHARASHTRA,RURAL,5.0,8464,3,11008,14384
8013,2011.0,27.0,MAHARASHTRA,RURAL,6.0,12670,3,17191,20819
8014,2011.0,27.0,MAHARASHTRA,RURAL,7.0,50813,3,67123,85316
8015,2011.0,27.0,MAHARASHTRA,RURAL,1.0,0,4+,0,0
8016,2011.0,27.0,MAHARASHTRA,RURAL,2.0,0,4+,0,0
8017,2011.0,27.0,MAHARASHTRA,RURAL,3.0,0,4+,0,0
8018,2011.0,27.0,MAHARASHTRA,RURAL,4.0,854,4+,1543,1873
8019,2011.0,27.0,MAHARASHTRA,RURAL,5.0,685,4+,1307,1514
8020,2011.0,27.0,MAHARASHTRA,RURAL,6.0,848,4+,1667,1845
8021,2011.0,27.0,MAHARASHTRA,RURAL,7.0,6772,4+,13773,15326
8022,2011.0,27.0,MAHARASHTRA,URBAN,1.0,445222,Total,40797,103930
8023,2011.0,27.0,MAHARASHTRA,URBAN,2.0,1071306,Total,253619,237141
8024,2011.0,27.0,MAHARASHTRA,URBAN,3.0,1873363,Total,220101,183680
8025,2011.0,27.0,MAHARASHTRA,URBAN,4.0,3090241,Total,274491,272564
8026,2011.0,27.0,MAHARASHTRA,URBAN,5.0,2089164,Total,344043,438187
8027,2011.0,27.0,MAHARASHTRA,URBAN,6.0,1158555,Total,333844,357409
8028,2011.0,27.0,MAHARASHTRA,URBAN,7.0,1439588,Total,539125,521674
8029,2011.0,27.0,MAHARASHTRA,URBAN,1.0,300495,0,0,0
8030,2011.0,27.0,MAHARASHTRA,URBAN,2.0,734898,0,0,0
8031,2011.0,27.0,MAHARASHTRA,URBAN,3.0,1560591,0,0,0
8032,2011.0,27.0,MAHARASHTRA,URBAN,4.0,2634761,0,0,0
8033,2011.0,27.0,MAHARASHTRA,URBAN,5.0,1451721,0,0,0
8034,2011.0,27.0,MAHARASHTRA,URBAN,6.0,657705,0,0,0
8035,2011.0,27.0,MAHARASHTRA,URBAN,7.0,695469,0,0,0
8036,2011.0,27.0,MAHARASHTRA,URBAN,1.0,144727,1,40797,103930
8037,2011.0,27.0,MAHARASHTRA,URBAN,2.0,182056,1,102174,79882
8038,2011.0,27.0,MAHARASHTRA,URBAN,3.0,227574,1,134443,93131
8039,2011.0,27.0,MAHARASHTRA,URBAN,4.0,369571,1,186738,182833
8040,2011.0,27.0,MAHARASHTRA,URBAN,5.0,499029,1,204529,294500
8041,2011.0,27.0,MAHARASHTRA,URBAN,6.0,319148,1,151050,168098
8042,2011.0,27.0,MAHARASHTRA,URBAN,7.0,460425,1,243636,216789
8043,2011.0,27.0,MAHARASHTRA,URBAN,1.0,0,2,0,0
8044,2011.0,27.0,MAHARASHTRA,URBAN,2.0,154352,2,151445,157259
8045,2011.0,27.0,MAHARASHTRA,URBAN,3.0,79387,2,78541,80233
8046,2011.0,27.0,MAHARASHTRA,URBAN,4.0,80874,2,80592,81156
8047,2011.0,27.0,MAHARASHTRA,URBAN,5.0,132675,2,131173,134177
8048,2011.0,27.0,MAHARASHTRA,URBAN,6.0,173714,2,171257,176171
8049,2011.0,27.0,MAHARASHTRA,URBAN,7.0,256265,2,254226,258304
8050,2011.0,27.0,MAHARASHTRA,URBAN,1.0,0,3,0,0
8051,2011.0,27.0,MAHARASHTRA,URBAN,2.0,0,3,0,0
8052,2011.0,27.0,MAHARASHTRA,URBAN,3.0,5811,3,7117,10316
8053,2011.0,27.0,MAHARASHTRA,URBAN,4.0,4404,3,6002,7210
8054,2011.0,27.0,MAHARASHTRA,URBAN,5.0,5205,3,7311,8304
8055,2011.0,27.0,MAHARASHTRA,URBAN,6.0,7387,3,10308,11853
8056,2011.0,27.0,MAHARASHTRA,URBAN,7.0,23576,3,32741,37987
8057,2011.0,27.0,MAHARASHTRA,URBAN,1.0,0,4+,0,0
8058,2011.0,27.0,MAHARASHTRA,URBAN,2.0,0,4+,0,0
8059,2011.0,27.0,MAHARASHTRA,URBAN,3.0,0,4+,0,0
8060,2011.0,27.0,MAHARASHTRA,URBAN,4.0,631,4+,1159,1365
8061,2011.0,27.0,MAHARASHTRA,URBAN,5.0,534,4+,1030,1206
8062,2011.0,27.0,MAHARASHTRA,URBAN,6.0,601,4+,1229,1287
8063,2011.0,27.0,MAHARASHTRA,URBAN,7.0,3853,4+,8522,8594
8064,2011.0,28.0,ANDHRA PRADESH,TOTAL,1.0,1150351,Total,139342,576596
8065,2011.0,28.0,ANDHRA PRADESH,TOTAL,2.0,2939745,Total,1110342,873851
8066,2011.0,28.0,ANDHRA PRADESH,TOTAL,3.0,3675596,Total,526258,457943
8067,2011.0,28.0,ANDHRA PRADESH,TOTAL,4.0,6555429,Total,501881,539119
8068,2011.0,28.0,ANDHRA PRADESH,TOTAL,5.0,3624195,Total,541492,834357
8069,2011.0,28.0,ANDHRA PRADESH,TOTAL,6.0,1675299,Total,538206,574891
8070,2011.0,28.0,ANDHRA PRADESH,TOTAL,7.0,1349385,Total,538888,502851
8071,2011.0,28.0,ANDHRA PRADESH,TOTAL,1.0,434413,0,0,0
8072,2011.0,28.0,ANDHRA PRADESH,TOTAL,2.0,1603877,0,0,0
8073,2011.0,28.0,ANDHRA PRADESH,TOTAL,3.0,2914246,0,0,0
8074,2011.0,28.0,ANDHRA PRADESH,TOTAL,4.0,5683606,0,0,0
8075,2011.0,28.0,ANDHRA PRADESH,TOTAL,5.0,2438280,0,0,0
8076,2011.0,28.0,ANDHRA PRADESH,TOTAL,6.0,832533,0,0,0
8077,2011.0,28.0,ANDHRA PRADESH,TOTAL,7.0,601633,0,0,0
8078,2011.0,28.0,ANDHRA PRADESH,TOTAL,1.0,715938,1,139342,576596
8079,2011.0,28.0,ANDHRA PRADESH,TOTAL,2.0,687543,1,477005,210538
8080,2011.0,28.0,ANDHRA PRADESH,TOTAL,3.0,557261,1,321188,236073
8081,2011.0,28.0,ANDHRA PRADESH,TOTAL,4.0,712275,1,341909,370366
8082,2011.0,28.0,ANDHRA PRADESH,TOTAL,5.0,1004387,1,362497,641890
8083,2011.0,28.0,ANDHRA PRADESH,TOTAL,6.0,582237,1,282302,299935
8084,2011.0,28.0,ANDHRA PRADESH,TOTAL,7.0,481313,1,267708,213605
8085,2011.0,28.0,ANDHRA PRADESH,TOTAL,1.0,0,2,0,0
8086,2011.0,28.0,ANDHRA PRADESH,TOTAL,2.0,648325,2,633337,663313
8087,2011.0,28.0,ANDHRA PRADESH,TOTAL,3.0,185327,2,183541,187113
8088,2011.0,28.0,ANDHRA PRADESH,TOTAL,4.0,150696,2,148308,153084
8089,2011.0,28.0,ANDHRA PRADESH,TOTAL,5.0,173671,2,168542,178800
8090,2011.0,28.0,ANDHRA PRADESH,TOTAL,6.0,251306,2,243381,259231
8091,2011.0,28.0,ANDHRA PRADESH,TOTAL,7.0,242053,2,237680,246426
8092,2011.0,28.0,ANDHRA PRADESH,TOTAL,1.0,0,3,0,0
8093,2011.0,28.0,ANDHRA PRADESH,TOTAL,2.0,0,3,0,0
8094,2011.0,28.0,ANDHRA PRADESH,TOTAL,3.0,18762,3,21529,34757
8095,2011.0,28.0,ANDHRA PRADESH,TOTAL,4.0,8075,3,10365,13860
8096,2011.0,28.0,ANDHRA PRADESH,TOTAL,5.0,7372,3,9587,12529
8097,2011.0,28.0,ANDHRA PRADESH,TOTAL,6.0,8710,3,11557,14573
8098,2011.0,28.0,ANDHRA PRADESH,TOTAL,7.0,22122,3,28880,37486
8099,2011.0,28.0,ANDHRA PRADESH,TOTAL,1.0,0,4+,0,0
8100,2011.0,28.0,ANDHRA PRADESH,TOTAL,2.0,0,4+,0,0
8101,2011.0,28.0,ANDHRA PRADESH,TOTAL,3.0,0,4+,0,0
8102,2011.0,28.0,ANDHRA PRADESH,TOTAL,4.0,777,4+,1299,1809
8103,2011.0,28.0,ANDHRA PRADESH,TOTAL,5.0,485,4+,866,1138
8104,2011.0,28.0,ANDHRA PRADESH,TOTAL,6.0,513,4+,966,1152
8105,2011.0,28.0,ANDHRA PRADESH,TOTAL,7.0,2264,4+,4620,5334
8106,2011.0,28.0,ANDHRA PRADESH,RURAL,1.0,901951,Total,113893,481661
8107,2011.0,28.0,ANDHRA PRADESH,RURAL,2.0,2116135,Total,877586,693574
8108,2011.0,28.0,ANDHRA PRADESH,RURAL,3.0,2461329,Total,388736,336995
8109,2011.0,28.0,ANDHRA PRADESH,RURAL,4.0,4281262,Total,351213,377245
8110,2011.0,28.0,ANDHRA PRADESH,RURAL,5.0,2430929,Total,377675,575905
8111,2011.0,28.0,ANDHRA PRADESH,RURAL,6.0,1135056,Total,383081,410541
8112,2011.0,28.0,ANDHRA PRADESH,RURAL,7.0,883389,Total,375931,353670
8113,2011.0,28.0,ANDHRA PRADESH,RURAL,1.0,306397,0,0,0
8114,2011.0,28.0,ANDHRA PRADESH,RURAL,2.0,1071886,0,0,0
8115,2011.0,28.0,ANDHRA PRADESH,RURAL,3.0,1905955,0,0,0
8116,2011.0,28.0,ANDHRA PRADESH,RURAL,4.0,3675794,0,0,0
8117,2011.0,28.0,ANDHRA PRADESH,RURAL,5.0,1611683,0,0,0
8118,2011.0,28.0,ANDHRA PRADESH,RURAL,6.0,534894,0,0,0
8119,2011.0,28.0,ANDHRA PRADESH,RURAL,7.0,364681,0,0,0
8120,2011.0,28.0,ANDHRA PRADESH,RURAL,1.0,595554,1,113893,481661
8121,2011.0,28.0,ANDHRA PRADESH,RURAL,2.0,517338,1,362553,154785
8122,2011.0,28.0,ANDHRA PRADESH,RURAL,3.0,399641,1,231839,167802
8123,2011.0,28.0,ANDHRA PRADESH,RURAL,4.0,489283,1,234603,254680
8124,2011.0,28.0,ANDHRA PRADESH,RURAL,5.0,690690,1,250574,440116
8125,2011.0,28.0,ANDHRA PRADESH,RURAL,6.0,413376,1,199391,213985
8126,2011.0,28.0,ANDHRA PRADESH,RURAL,7.0,326245,1,180849,145396
8127,2011.0,28.0,ANDHRA PRADESH,RURAL,1.0,0,2,0,0
8128,2011.0,28.0,ANDHRA PRADESH,RURAL,2.0,526911,2,515033,538789
8129,2011.0,28.0,ANDHRA PRADESH,RURAL,3.0,141109,2,140083,142135
8130,2011.0,28.0,ANDHRA PRADESH,RURAL,4.0,109909,2,108388,111430
8131,2011.0,28.0,ANDHRA PRADESH,RURAL,5.0,123103,2,119915,126291
8132,2011.0,28.0,ANDHRA PRADESH,RURAL,6.0,180454,2,175148,185760
8133,2011.0,28.0,ANDHRA PRADESH,RURAL,7.0,175670,2,172471,178869
8134,2011.0,28.0,ANDHRA PRADESH,RURAL,1.0,0,3,0,0
8135,2011.0,28.0,ANDHRA PRADESH,RURAL,2.0,0,3,0,0
8136,2011.0,28.0,ANDHRA PRADESH,RURAL,3.0,14624,3,16814,27058
8137,2011.0,28.0,ANDHRA PRADESH,RURAL,4.0,5747,3,7331,9910
8138,2011.0,28.0,ANDHRA PRADESH,RURAL,5.0,5157,3,6661,8810
8139,2011.0,28.0,ANDHRA PRADESH,RURAL,6.0,6023,3,7985,10084
8140,2011.0,28.0,ANDHRA PRADESH,RURAL,7.0,15467,3,20015,26386
8141,2011.0,28.0,ANDHRA PRADESH,RURAL,1.0,0,4+,0,0
8142,2011.0,28.0,ANDHRA PRADESH,RURAL,2.0,0,4+,0,0
8143,2011.0,28.0,ANDHRA PRADESH,RURAL,3.0,0,4+,0,0
8144,2011.0,28.0,ANDHRA PRADESH,RURAL,4.0,529,4+,891,1225
8145,2011.0,28.0,ANDHRA PRADESH,RURAL,5.0,296,4+,525,688
8146,2011.0,28.0,ANDHRA PRADESH,RURAL,6.0,309,4+,557,712
8147,2011.0,28.0,ANDHRA PRADESH,RURAL,7.0,1326,4+,2596,3019
8148,2011.0,28.0,ANDHRA PRADESH,URBAN,1.0,248400,Total,25449,94935
8149,2011.0,28.0,ANDHRA PRADESH,URBAN,2.0,823610,Total,232756,180277
8150,2011.0,28.0,ANDHRA PRADESH,URBAN,3.0,1214267,Total,137522,120948
8151,2011.0,28.0,ANDHRA PRADESH,URBAN,4.0,2274167,Total,150668,161874
8152,2011.0,28.0,ANDHRA PRADESH,URBAN,5.0,1193266,Total,163817,258452
8153,2011.0,28.0,ANDHRA PRADESH,URBAN,6.0,540243,Total,155125,164350
8154,2011.0,28.0,ANDHRA PRADESH,URBAN,7.0,465996,Total,162957,149181
8155,2011.0,28.0,ANDHRA PRADESH,URBAN,1.0,128016,0,0,0
8156,2011.0,28.0,ANDHRA PRADESH,URBAN,2.0,531991,0,0,0
8157,2011.0,28.0,ANDHRA PRADESH,URBAN,3.0,1008291,0,0,0
8158,2011.0,28.0,ANDHRA PRADESH,URBAN,4.0,2007812,0,0,0
8159,2011.0,28.0,ANDHRA PRADESH,URBAN,5.0,826597,0,0,0
8160,2011.0,28.0,ANDHRA PRADESH,URBAN,6.0,297639,0,0,0
8161,2011.0,28.0,ANDHRA PRADESH,URBAN,7.0,236952,0,0,0
8162,2011.0,28.0,ANDHRA PRADESH,URBAN,1.0,120384,1,25449,94935
8163,2011.0,28.0,ANDHRA PRADESH,URBAN,2.0,170205,1,114452,55753
8164,2011.0,28.0,ANDHRA PRADESH,URBAN,3.0,157620,1,89349,68271
8165,2011.0,28.0,ANDHRA PRADESH,URBAN,4.0,222992,1,107306,115686
8166,2011.0,28.0,ANDHRA PRADESH,URBAN,5.0,313697,1,111923,201774
8167,2011.0,28.0,ANDHRA PRADESH,URBAN,6.0,168861,1,82911,85950
8168,2011.0,28.0,ANDHRA PRADESH,URBAN,7.0,155068,1,86859,68209
8169,2011.0,28.0,ANDHRA PRADESH,URBAN,1.0,0,2,0,0
8170,2011.0,28.0,ANDHRA PRADESH,URBAN,2.0,121414,2,118304,124524
8171,2011.0,28.0,ANDHRA PRADESH,URBAN,3.0,44218,2,43458,44978
8172,2011.0,28.0,ANDHRA PRADESH,URBAN,4.0,40787,2,39920,41654
8173,2011.0,28.0,ANDHRA PRADESH,URBAN,5.0,50568,2,48627,52509
8174,2011.0,28.0,ANDHRA PRADESH,URBAN,6.0,70852,2,68233,73471
8175,2011.0,28.0,ANDHRA PRADESH,URBAN,7.0,66383,2,65209,67557
8176,2011.0,28.0,ANDHRA PRADESH,URBAN,1.0,0,3,0,0
8177,2011.0,28.0,ANDHRA PRADESH,URBAN,2.0,0,3,0,0
8178,2011.0,28.0,ANDHRA PRADESH,URBAN,3.0,4138,3,4715,7699
8179,2011.0,28.0,ANDHRA PRADESH,URBAN,4.0,2328,3,3034,3950
8180,2011.0,28.0,ANDHRA PRADESH,URBAN,5.0,2215,3,2926,3719
8181,2011.0,28.0,ANDHRA PRADESH,URBAN,6.0,2687,3,3572,4489
8182,2011.0,28.0,ANDHRA PRADESH,URBAN,7.0,6655,3,8865,11100
8183,2011.0,28.0,ANDHRA PRADESH,URBAN,1.0,0,4+,0,0
8184,2011.0,28.0,ANDHRA PRADESH,URBAN,2.0,0,4+,0,0
8185,2011.0,28.0,ANDHRA PRADESH,URBAN,3.0,0,4+,0,0
8186,2011.0,28.0,ANDHRA PRADESH,URBAN,4.0,248,4+,408,584
8187,2011.0,28.0,ANDHRA PRADESH,URBAN,5.0,189,4+,341,450
8188,2011.0,28.0,ANDHRA PRADESH,URBAN,6.0,204,4+,409,440
8189,2011.0,28.0,ANDHRA PRADESH,URBAN,7.0,938,4+,2024,2315
8190,2011.0,29.0,KARNATAKA,TOTAL,1.0,584342,Total,49209,210939
8191,2011.0,29.0,KARNATAKA,TOTAL,2.0,1360344,Total,351144,324553
8192,2011.0,29.0,KARNATAKA,TOTAL,3.0,2148560,Total,303806,261977
8193,2011.0,29.0,KARNATAKA,TOTAL,4.0,3513850,Total,373524,372270
8194,2011.0,29.0,KARNATAKA,TOTAL,5.0,2453725,Total,424573,578236
8195,2011.0,29.0,KARNATAKA,TOTAL,6.0,1423242,Total,432085,486184
8196,2011.0,29.0,KARNATAKA,TOTAL,7.0,1838152,Total,805172,801640
8197,2011.0,29.0,KARNATAKA,TOTAL,1.0,324194,0,0,0
8198,2011.0,29.0,KARNATAKA,TOTAL,2.0,878644,0,0,0
8199,2011.0,29.0,KARNATAKA,TOTAL,3.0,1692743,0,0,0
8200,2011.0,29.0,KARNATAKA,TOTAL,4.0,2886993,0,0,0
8201,2011.0,29.0,KARNATAKA,TOTAL,5.0,1612047,0,0,0
8202,2011.0,29.0,KARNATAKA,TOTAL,6.0,725296,0,0,0
8203,2011.0,29.0,KARNATAKA,TOTAL,7.0,697851,0,0,0
8204,2011.0,29.0,KARNATAKA,TOTAL,1.0,260148,1,49209,210939
8205,2011.0,29.0,KARNATAKA,TOTAL,2.0,287703,1,163656,124047
8206,2011.0,29.0,KARNATAKA,TOTAL,3.0,352173,1,201642,150531
8207,2011.0,29.0,KARNATAKA,TOTAL,4.0,513847,1,260697,253150
8208,2011.0,29.0,KARNATAKA,TOTAL,5.0,687405,1,271620,415785
8209,2011.0,29.0,KARNATAKA,TOTAL,6.0,486952,1,223399,263553
8210,2011.0,29.0,KARNATAKA,TOTAL,7.0,718030,1,373734,344296
8211,2011.0,29.0,KARNATAKA,TOTAL,1.0,0,2,0,0
8212,2011.0,29.0,KARNATAKA,TOTAL,2.0,193997,2,187488,200506
8213,2011.0,29.0,KARNATAKA,TOTAL,3.0,97322,2,94858,99786
8214,2011.0,29.0,KARNATAKA,TOTAL,4.0,107544,2,105562,109526
8215,2011.0,29.0,KARNATAKA,TOTAL,5.0,147915,2,144329,151501
8216,2011.0,29.0,KARNATAKA,TOTAL,6.0,202227,2,196576,207878
8217,2011.0,29.0,KARNATAKA,TOTAL,7.0,384162,2,376367,391957
8218,2011.0,29.0,KARNATAKA,TOTAL,1.0,0,3,0,0
8219,2011.0,29.0,KARNATAKA,TOTAL,2.0,0,3,0,0
8220,2011.0,29.0,KARNATAKA,TOTAL,3.0,6322,3,7306,11660
8221,2011.0,29.0,KARNATAKA,TOTAL,4.0,5005,3,6488,8527
8222,2011.0,29.0,KARNATAKA,TOTAL,5.0,5920,3,7845,9915
8223,2011.0,29.0,KARNATAKA,TOTAL,6.0,8270,3,11162,13648
8224,2011.0,29.0,KARNATAKA,TOTAL,7.0,33393,3,45446,54733
8225,2011.0,29.0,KARNATAKA,TOTAL,1.0,0,4+,0,0
