Census_Year,State_Code,State_Name,Region,Seniors_In_HH,Total_HH,Male_All,Female_All,Households_One,Male_One,Female_One,Households_Two,Male_Two,Female_Two,Households_Three,Male_Three,Female_Three,Households_Four,Male_Four,Female_Four,Households_Five,Male_Five,Female_Five,Households_Six,Male_Six,Female_Six,Households_Seven_Plus,Male_Seven_Plus,Female_Seven_Plus
2001,6,State - HARYANA  (06),URBAN,3,"3,404","4,975","5,237",0,0,0,0,0,0,269,352,455,217,306,345,237,352,359,364,516,576,"2,317","3,449","3,502"
2001,6,State - HARYANA  (06),URBAN,4+,310,762,572,0,0,0,0,0,0,0,0,0,18,36,36,14,33,25,13,30,22,265,663,489
2001,7,State - DELHI  (07),TOTAL,Total,"2,728,094","364,874","352,265","131,094","7,816","10,176","208,924","35,204","31,396","324,529","29,740","23,049","578,519","33,776","31,153","542,405","49,641","58,949","378,930","61,575","63,699","563,693","147,122","133,843"
2001,7,State - DELHI  (07),TOTAL,None,"2,184,151",0,0,"113,102",0,0,"163,787",0,0,"284,357",0,0,"525,009",0,0,"451,234",0,0,"285,905",0,0,"360,757",0,0
2001,7,State - DELHI  (07),TOTAL,1,"376,799","194,681","182,118","17,992","7,816","10,176","23,674","13,842","9,832","28,103","17,521","10,582","42,604","22,594","20,010","74,229","32,449","41,780","61,412","29,759","31,653","128,785","70,700","58,085"
2001,7,State - DELHI  (07),TOTAL,2,"161,694","162,064","161,324",0,0,0,"21,463","21,362","21,564","11,521","11,530","11,512","10,438","10,521","10,355","16,512","16,550","16,474","31,025","30,967","31,083","70,735","71,134","70,336"
2001,7,State - DELHI  (07),TOTAL,3,"4,961","7,090","7,793",0,0,0,0,0,0,548,689,955,423,584,685,388,553,611,547,772,869,"3,055","4,492","4,673"
2001,7,State - DELHI  (07),TOTAL,4+,489,"1,039","1,030",0,0,0,0,0,0,0,0,0,45,77,103,42,89,84,41,77,94,361,796,749
2001,7,State - DELHI  (07),RURAL,Total,"179,578","21,767","20,813","7,655",414,428,"12,289","1,589","1,420","18,796","1,396","1,176","34,298","1,710","1,570","37,502","2,592","2,970","27,663","3,498","3,719","41,375","10,568","9,530"
2001,7,State - DELHI  (07),RURAL,None,"147,588",0,0,"6,813",0,0,"10,242",0,0,"16,838",0,0,"31,621",0,0,"32,840",0,0,"22,093",0,0,"27,141",0,0
2001,7,State - DELHI  (07),RURAL,1,"21,745","11,301","10,444",842,414,428,"1,085",633,452,"1,358",790,568,"2,090","1,114",976,"3,780","1,709","2,071","3,952","1,865","2,087","8,638","4,776","3,862"
2001,7,State - DELHI  (07),RURAL,2,"9,922","9,963","9,881",0,0,0,962,956,968,586,587,585,572,574,570,864,860,868,"1,589","1,592","1,586","5,349","5,394","5,304"
2001,7,State - DELHI  (07),RURAL,3,303,457,452,0,0,0,0,0,0,14,19,23,14,20,22,18,23,31,29,41,46,228,354,330
2001,7,State - DELHI  (07),RURAL,4+,20,46,36,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,19,44,34
2001,7,State - DELHI  (07),URBAN,Total,"2,548,516","343,107","331,452","123,439","7,402","9,748","196,635","33,615","29,976","305,733","28,344","21,873","544,221","32,066","29,583","504,903","47,049","55,979","351,267","58,077","59,980","522,318","136,554","124,313"
2001,7,State - DELHI  (07),URBAN,None,"2,036,563",0,0,"106,289",0,0,"153,545",0,0,"267,519",0,0,"493,388",0,0,"418,394",0,0,"263,812",0,0,"333,616",0,0
2001,7,State - DELHI  (07),URBAN,1,"355,054","183,380","171,674","17,150","7,402","9,748","22,589","13,209","9,380","26,745","16,731","10,014","40,514","21,480","19,034","70,449","30,740","39,709","57,460","27,894","29,566","120,147","65,924","54,223"
2001,7,State - DELHI  (07),URBAN,2,"151,772","152,101","151,443",0,0,0,"20,501","20,406","20,596","10,935","10,943","10,927","9,866","9,947","9,785","15,648","15,690","15,606","29,436","29,375","29,497","65,386","65,740","65,032"
2001,7,State - DELHI  (07),URBAN,3,"4,658","6,633","7,341",0,0,0,0,0,0,534,670,932,409,564,663,370,530,580,518,731,823,"2,827","4,138","4,343"
2001,7,State - DELHI  (07),URBAN,4+,469,993,994,0,0,0,0,0,0,0,0,0,44,75,101,42,89,84,41,77,94,342,752,715
2001,8,State - RAJASTHAN  (08),TOTAL,Total,"9,296,433","1,824,030","1,978,012","283,864","33,945","68,547","565,485","154,833","149,644","762,332","105,468","111,566","1,326,791","129,265","139,537","1,625,961","171,726","207,988","1,450,375","222,796","271,792","3,281,625","1,005,997","1,028,938"
2001,8,State - RAJASTHAN  (08),TOTAL,None,"6,484,627",0,0,"181,372",0,0,"361,530",0,0,"599,961",0,0,"1,116,818",0,0,"1,320,656",0,0,"1,064,937",0,0,"1,839,353",0,0
2001,8,State - RAJASTHAN  (08),TOTAL,1,"1,865,958","857,975","1,007,983","102,492","33,945","68,547","103,433","54,404","49,029","110,175","52,410","57,765","152,984","71,540","81,444","233,126","98,707","134,419","279,103","115,604","163,499","884,645","431,365","453,280"
2001,8,State - RAJASTHAN  (08),TOTAL,2,"905,818","906,531","905,105",0,0,0,"100,522","100,429","100,615","49,729","49,871","49,587","55,305","55,304","55,306","70,083","70,044","70,122","103,675","103,431","103,919","526,504","527,452","525,556"
2001,8,State - RAJASTHAN  (08),TOTAL,3,"36,508","51,714","57,810",0,0,0,0,0,0,"2,467","3,187","4,214","1,528","2,115","2,469","1,978","2,721","3,213","2,522","3,458","4,108","28,013","40,233","43,806"
2001,8,State - RAJASTHAN  (08),TOTAL,4+,"3,522","7,810","7,114",0,0,0,0,0,0,0,0,0,156,306,318,118,254,234,138,303,266,"3,110","6,947","6,296"
2001,8,State - RAJASTHAN  (08),RURAL,Total,"7,041,727","1,447,748","1,571,936","198,781","26,735","54,731","424,845","122,854","120,139","561,447","83,932","90,964","939,344","103,146","112,597","1,195,406","135,440","161,389","1,115,078","173,348","210,566","2,606,826","802,293","821,550"
2001,8,State - RAJASTHAN  (08),RURAL,None,"4,814,316",0,0,"117,315",0,0,"262,022",0,0,"430,706",0,0,"771,944",0,0,"959,012",0,0,"815,830",0,0,"1,457,487",0,0
2001,8,State - RAJASTHAN  (08),RURAL,1,"1,470,117","673,569","796,548","81,466","26,735","54,731","82,653","42,674","39,979","88,497","40,972","47,525","120,526","55,681","64,845","177,730","76,080","101,650","216,829","90,107","126,722","702,416","341,320","361,096"
2001,8,State - RAJASTHAN  (08),RURAL,2,"725,499","726,808","724,190",0,0,0,"80,170","80,180","80,160","40,333","40,454","40,212","45,529","45,536","45,522","57,001","56,994","57,008","80,294","80,221","80,367","422,172","423,423","420,921"
2001,8,State - RAJASTHAN  (08),RURAL,3,"29,100","41,509","45,791",0,0,0,0,0,0,"1,911","2,506","3,227","1,221","1,688","1,975","1,566","2,160","2,538","2,015","2,775","3,270","22,387","32,380","34,781"
2001,8,State - RAJASTHAN  (08),RURAL,4+,"2,695","5,862","5,407",0,0,0,0,0,0,0,0,0,124,241,255,97,206,193,110,245,207,"2,364","5,170","4,752"
2001,8,State - RAJASTHAN  (08),URBAN,Total,"2,254,706","376,282","406,076","85,083","7,210","13,816","140,640","31,979","29,505","200,885","21,536","20,602","387,447","26,119","26,940","430,555","36,286","46,599","335,297","49,448","61,226","674,799","203,704","207,388"
2001,8,State - RAJASTHAN  (08),URBAN,None,"1,670,311",0,0,"64,057",0,0,"99,508",0,0,"169,255",0,0,"344,874",0,0,"361,644",0,0,"249,107",0,0,"381,866",0,0
2001,8,State - RAJASTHAN  (08),URBAN,1,"395,841","184,406","211,435","21,026","7,210","13,816","20,780","11,730","9,050","21,678","11,438","10,240","32,458","15,859","16,599","55,396","22,627","32,769","62,274","25,497","36,777","182,229","90,045","92,184"
2001,8,State - RAJASTHAN  (08),URBAN,2,"180,319","179,723","180,915",0,0,0,"20,352","20,249","20,455","9,396","9,417","9,375","9,776","9,768","9,784","13,082","13,050","13,114","23,381","23,210","23,552","104,332","104,029","104,635"
2001,8,State - RAJASTHAN  (08),URBAN,3,"7,408","10,205","12,019",0,0,0,0,0,0,556,681,987,307,427,494,412,561,675,507,683,838,"5,626","7,853","9,025"
2001,8,State - RAJASTHAN  (08),URBAN,4+,827,"1,948","1,707",0,0,0,0,0,0,0,0,0,32,65,63,21,48,41,28,58,59,746,"1,777","1,544"
2001,9,State - UTTAR PRADESH  (09),TOTAL,Total,"25,687,792","6,152,834","5,460,690","919,564","179,269","167,994","1,573,980","486,572","450,754","1,890,788","315,611","296,580","2,963,324","380,811","349,116","3,753,501","496,802","473,173","3,735,784","616,129","594,262","10,850,851","3,677,640","3,128,811"
2001,9,State - UTTAR PRADESH  (09),TOTAL,None,"17,200,236",0,0,"572,301",0,0,"940,346",0,0,"1,431,980",0,0,"2,394,914",0,0,"2,982,145",0,0,"2,789,291",0,0,"6,089,259",0,0
2001,9,State - UTTAR PRADESH  (09),TOTAL,1,"5,575,321","3,069,434","2,505,887","347,263","179,269","167,994","329,942","180,603","149,339","312,183","164,180","148,003","412,972","220,630","192,342","579,865","299,310","280,555","692,411","353,879","338,532","2,900,685","1,671,563","1,229,122"
2001,9,State - UTTAR PRADESH  (09),TOTAL,2,"2,732,838","2,776,388","2,689,288",0,0,0,"303,692","305,969","301,415","139,867","141,084","138,650","149,959","151,232","148,686","184,897","186,856","182,938","244,963","247,595","242,331","1,709,460","1,743,652","1,675,268"
2001,9,State - UTTAR PRADESH  (09),TOTAL,3,"152,956","245,005","213,863",0,0,0,0,0,0,"6,758","10,347","9,927","4,879","7,691","6,946","6,112","9,541","8,795","8,498","13,291","12,203","126,709","204,135","175,992"
2001,9,State - UTTAR PRADESH  (09),TOTAL,4+,"26,441","62,007","51,652",0,0,0,0,0,0,0,0,0,600,"1,258","1,142",482,"1,095",885,621,"1,364","1,196","24,738","58,290","48,429"
2001,9,State - UTTAR PRADESH  (09),RURAL,Total,"20,328,123","5,114,334","4,487,511","752,392","160,820","146,810","1,309,263","425,920","394,321","1,487,882","264,908","250,125","2,218,613","314,206","287,602","2,877,878","403,314","375,950","2,957,332","498,786","474,086","8,724,763","3,046,380","2,558,617"
2001,9,State - UTTAR PRADESH  (09),RURAL,None,"13,348,259",0,0,"444,762",0,0,"757,426",0,0,"1,103,998",0,0,"1,753,652",0,0,"2,263,848",0,0,"2,197,218",0,0,"4,827,355",0,0
2001,9,State - UTTAR PRADESH  (09),RURAL,1,"4,538,799","2,523,884","2,014,915","307,630","160,820","146,810","283,433","155,246","128,187","258,523","135,145","123,378","333,156","178,309","154,847","454,665","238,750","215,915","555,431","287,037","268,394","2,345,961","1,368,577","977,384"
2001,9,State - UTTAR PRADESH  (09),RURAL,2,"2,288,859","2,328,656","2,249,062",0,0,0,"268,404","270,674","266,134","119,573","120,745","118,401","127,243","128,360","126,126","153,903","155,696","152,110","197,172","199,607","194,737","1,422,564","1,453,574","1,391,554"
2001,9,State - UTTAR PRADESH  (09),RURAL,3,"129,720","209,525","179,635",0,0,0,0,0,0,"5,788","9,018","8,346","4,082","6,516","5,730","5,091","8,014","7,259","6,997","11,019","9,972","107,762","174,958","148,328"
2001,9,State - UTTAR PRADESH  (09),RURAL,4+,"22,486","52,269","43,899",0,0,0,0,0,0,0,0,0,480,"1,021",899,371,854,666,514,"1,123",983,"21,121","49,271","41,351"
2001,9,State - UTTAR PRADESH  (09),URBAN,Total,"5,359,669","1,038,500","973,179","167,172","18,449","21,184","264,717","60,652","56,433","402,906","50,703","46,455","744,711","66,605","61,514","875,623","93,488","97,223","778,452","117,343","120,176","2,126,088","631,260","570,194"
2001,9,State - UTTAR PRADESH  (09),URBAN,None,"3,851,977",0,0,"127,539",0,0,"182,920",0,0,"327,982",0,0,"641,262",0,0,"718,297",0,0,"592,073",0,0,"1,261,904",0,0
2001,9,State - UTTAR PRADESH  (09),URBAN,1,"1,036,522","545,550","490,972","39,633","18,449","21,184","46,509","25,357","21,152","53,660","29,035","24,625","79,816","42,321","37,495","125,200","60,560","64,640","136,980","66,842","70,138","554,724","302,986","251,738"
2001,9,State - UTTAR PRADESH  (09),URBAN,2,"443,979","447,732","440,226",0,0,0,"35,288","35,295","35,281","20,294","20,339","20,249","22,716","22,872","22,560","30,994","31,160","30,828","47,791","47,988","47,594","286,896","290,078","283,714"
2001,9,State - UTTAR PRADESH  (09),URBAN,3,"23,236","35,480","34,228",0,0,0,0,0,0,970,"1,329","1,581",797,"1,175","1,216","1,021","1,527","1,536","1,501","2,272","2,231","18,947","29,177","27,664"
2001,9,State - UTTAR PRADESH  (09),URBAN,4+,"3,955","9,738","7,753",0,0,0,0,0,0,0,0,0,120,237,243,111,241,219,107,241,213,"3,617","9,019","7,078"
2001,10,State - BIHAR  (10),TOTAL,Total,"13,721,541","2,913,723","2,575,304","455,688","72,953","98,548","1,101,233","296,887","240,687","1,232,335","165,713","147,291","1,758,269","198,346","176,356","2,134,086","246,849","234,478","2,019,735","295,401","293,131","5,020,195","1,637,574","1,384,813"
2001,10,State - BIHAR  (10),TOTAL,None,"9,659,163",0,0,"284,187",0,0,"743,792",0,0,"993,956",0,0,"1,462,449",0,0,"1,744,997",0,0,"1,549,256",0,0,"2,880,526",0,0
2001,10,State - BIHAR  (10),TOTAL,1,"2,723,204","1,519,492","1,203,712","171,501","72,953","98,548","177,308","116,886","60,422","166,670","92,995","73,675","219,462","120,871","98,591","299,951","156,079","143,872","356,628","179,399","177,229","1,331,684","780,309","551,375"
2001,10,State - BIHAR  (10),TOTAL,2,"1,265,895","1,275,036","1,256,754",0,0,0,"180,133","180,001","180,265","68,793","68,894","68,692","74,060","74,100","74,020","86,254","86,468","86,040","109,917","110,175","109,659","746,738","755,398","738,078"
2001,10,State - BIHAR  (10),TOTAL,3,"62,326","94,205","92,773",0,0,0,0,0,0,"2,916","3,824","4,924","2,072","2,907","3,309","2,689","3,860","4,207","3,687","5,308","5,753","50,962","78,306","74,580"
2001,10,State - BIHAR  (10),TOTAL,4+,"10,953","24,990","22,065",0,0,0,0,0,0,0,0,0,226,468,436,195,442,359,247,519,490,"10,285","23,561","20,780"
2001,10,State - BIHAR  (10),RURAL,Total,"12,390,888","2,635,440","2,322,456","413,192","68,908","93,670","1,033,540","281,371","227,910","1,135,686","152,877","136,503","1,589,858","181,299","161,774","1,918,677","223,415","211,483","1,819,091","265,348","262,337","4,480,844","1,462,222","1,228,779"
2001,10,State - BIHAR  (10),RURAL,None,"8,726,813",0,0,"250,614",0,0,"695,904",0,0,"915,672",0,0,"1,319,604",0,0,"1,567,778",0,0,"1,397,521",0,0,"2,579,720",0,0
2001,10,State - BIHAR  (10),RURAL,1,"2,449,284","1,370,519","1,078,765","162,578","68,908","93,670","165,991","109,857","56,134","153,382","85,300","68,082","199,724","109,772","89,952","269,675","140,767","128,908","319,253","161,052","158,201","1,178,681","694,863","483,818"
2001,10,State - BIHAR  (10),RURAL,2,"1,148,613","1,157,163","1,140,063",0,0,0,"171,645","171,514","171,776","63,898","63,992","63,804","68,444","68,463","68,425","78,639","78,813","78,465","98,764","99,033","98,495","667,223","675,348","659,098"
2001,10,State - BIHAR  (10),RURAL,3,"56,227","85,107","83,574",0,0,0,0,0,0,"2,734","3,585","4,617","1,883","2,640","3,009","2,413","3,448","3,791","3,326","4,790","5,188","45,871","70,644","66,969"
2001,10,State - BIHAR  (10),RURAL,4+,"9,951","22,651","20,054",0,0,0,0,0,0,0,0,0,203,424,388,172,387,319,227,473,453,"9,349","21,367","18,894"
2001,10,State - BIHAR  (10),URBAN,Total,"1,330,653","278,283","252,848","42,496","4,045","4,878","67,693","15,516","12,777","96,649","12,836","10,788","168,411","17,047","14,582","215,409","23,434","22,995","200,644","30,053","30,794","539,351","175,352","156,034"
2001,10,State - BIHAR  (10),URBAN,None,"932,350",0,0,"33,573",0,0,"47,888",0,0,"78,284",0,0,"142,845",0,0,"177,219",0,0,"151,735",0,0,"300,806",0,0
2001,10,State - BIHAR  (10),URBAN,1,"273,920","148,973","124,947","8,923","4,045","4,878","11,317","7,029","4,288","13,288","7,695","5,593","19,738","11,099","8,639","30,276","15,312","14,964","37,375","18,347","19,028","153,003","85,446","67,557"
2001,10,State - BIHAR  (10),URBAN,2,"117,282","117,873","116,691",0,0,0,"8,488","8,487","8,489","4,895","4,902","4,888","5,616","5,637","5,595","7,615","7,655","7,575","11,153","11,142","11,164","79,515","80,050","78,980"
2001,10,State - BIHAR  (10),URBAN,3,"6,099","9,098","9,199",0,0,0,0,0,0,182,239,307,189,267,300,276,412,416,361,518,565,"5,091","7,662","7,611"
2001,10,State - BIHAR  (10),URBAN,4+,"1,002","2,339","2,011",0,0,0,0,0,0,0,0,0,23,44,48,23,55,40,20,46,37,936,"2,194","1,886"
2001,11,State - SIKKIM  (11),TOTAL,Total,"113,997","16,221","12,620","16,263",635,328,"8,032","1,114","1,000","12,576","1,413","1,185","18,965","1,792","1,429","18,385","2,211","1,766","14,385","2,344","1,871","25,391","6,712","5,041"
2001,11,State - SIKKIM  (11),TOTAL,None,"90,951",0,0,"15,300",0,0,"6,331",0,0,"10,501",0,0,"16,319",0,0,"15,126",0,0,"10,955",0,0,"16,419",0,0
2001,11,State - SIKKIM  (11),TOTAL,1,"17,542","10,454","7,088",963,635,328,"1,288",692,596,"1,563",896,667,"2,100","1,223",877,"2,562","1,491","1,071","2,669","1,568","1,101","6,397","3,949","2,448"
2001,11,State - SIKKIM  (11),TOTAL,2,"5,268","5,359","5,177",0,0,0,413,422,404,501,501,501,520,528,512,677,687,667,739,739,739,"2,418","2,482","2,354"
2001,11,State - SIKKIM  (11),TOTAL,3,209,320,307,0,0,0,0,0,0,11,16,17,23,33,36,19,31,26,21,34,29,135,206,199
2001,11,State - SIKKIM  (11),TOTAL,4+,27,88,48,0,0,0,0,0,0,0,0,0,3,8,4,1,2,2,1,3,2,22,75,40
2001,11,State - SIKKIM  (11),RURAL,Total,"101,043","14,958","11,561","14,899",604,318,"6,812","1,039",937,"10,751","1,300","1,093","16,347","1,653","1,304","16,108","2,029","1,600","12,955","2,178","1,718","23,171","6,155","4,591"
2001,11,State - SIKKIM  (11),RURAL,None,"79,912",0,0,"13,977",0,0,"5,228",0,0,"8,845",0,0,"13,931",0,0,"13,152",0,0,"9,797",0,0,"14,982",0,0
2001,11,State - SIKKIM  (11),RURAL,1,"16,014","9,596","6,418",922,604,318,"1,192",638,554,"1,430",819,611,"1,904","1,119",785,"2,303","1,351",952,"2,443","1,447",996,"5,820","3,618","2,202"
2001,11,State - SIKKIM  (11),RURAL,2,"4,898","4,976","4,820",0,0,0,392,401,383,465,465,465,486,493,479,634,645,623,694,696,692,"2,227","2,276","2,178"
2001,11,State - SIKKIM  (11),RURAL,3,195,303,282,0,0,0,0,0,0,11,16,17,23,33,36,18,31,23,20,32,28,123,191,178
2001,11,State - SIKKIM  (11),RURAL,4+,24,83,41,0,0,0,0,0,0,0,0,0,3,8,4,1,2,2,1,3,2,19,70,33
2001,11,State - SIKKIM  (11),URBAN,Total,"12,954","1,263","1,059","1,364",31,10,"1,220",75,63,"1,825",113,92,"2,618",139,125,"2,277",182,166,"1,430",166,153,"2,220",557,450
2001,11,State - SIKKIM  (11),URBAN,None,"11,039",0,0,"1,323",0,0,"1,103",0,0,"1,656",0,0,"2,388",0,0,"1,974",0,0,"1,158",0,0,"1,437",0,0
2001,11,State - SIKKIM  (11),URBAN,1,"1,528",858,670,41,31,10,96,54,42,133,77,56,196,104,92,259,140,119,226,121,105,577,331,246
2001,11,State - SIKKIM  (11),URBAN,2,370,383,357,0,0,0,21,21,21,36,36,36,34,35,33,43,42,44,45,43,47,191,206,176
2001,11,State - SIKKIM  (11),URBAN,3,14,17,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,12,15,21
2001,11,State - SIKKIM  (11),URBAN,4+,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7
2001,12,State - ARUNACHAL PRADESH  (12),TOTAL,Total,"213,447","26,270","23,441","17,811","1,032","1,065","20,069","2,761","2,172","26,893","2,434","1,919","34,449","2,766","2,161","33,688","2,939","2,641","27,972","3,221","2,952","52,565","11,117","10,531"
2001,12,State - ARUNACHAL PRADESH  (12),TOTAL,None,"173,749",0,0,"15,714",0,0,"16,329",0,0,"23,395",0,0,"30,406",0,0,"29,073",0,0,"22,845",0,0,"35,987",0,0
2001,12,State - ARUNACHAL PRADESH  (12),TOTAL,1,"30,385","16,640","13,745","2,097","1,032","1,065","2,547","1,572",975,"2,670","1,603","1,067","3,209","1,894","1,315","3,701","1,986","1,715","4,149","2,204","1,945","12,012","6,349","5,663"
2001,12,State - ARUNACHAL PRADESH  (12),TOTAL,2,"8,770","8,768","8,772",0,0,0,"1,193","1,189","1,197",801,792,810,787,801,773,870,887,853,924,933,915,"4,195","4,166","4,224"
2001,12,State - ARUNACHAL PRADESH  (12),TOTAL,3,454,640,722,0,0,0,0,0,0,27,39,42,44,65,67,38,53,61,43,61,68,302,422,484
2001,12,State - ARUNACHAL PRADESH  (12),TOTAL,4+,89,222,202,0,0,0,0,0,0,0,0,0,3,6,6,6,13,12,11,23,24,69,180,160
2001,12,State - ARUNACHAL PRADESH  (12),RURAL,Total,"165,027","24,150","21,662","12,896",918,"1,009","14,925","2,558","2,060","19,695","2,214","1,780","24,998","2,506","1,969","25,480","2,643","2,363","22,212","2,923","2,664","44,821","10,388","9,817"
2001,12,State - ARUNACHAL PRADESH  (12),RURAL,None,"128,805",0,0,"10,969",0,0,"11,463",0,0,"16,522",0,0,"21,371",0,0,"21,383",0,0,"17,626",0,0,"29,471",0,0
2001,12,State - ARUNACHAL PRADESH  (12),RURAL,1,"27,317","14,938","12,379","1,927",918,"1,009","2,306","1,407",899,"2,378","1,418",960,"2,828","1,672","1,156","3,238","1,747","1,491","3,651","1,950","1,701","10,989","5,826","5,163"
2001,12,State - ARUNACHAL PRADESH  (12),RURAL,2,"8,376","8,371","8,381",0,0,0,"1,156","1,151","1,161",769,760,778,753,765,741,816,831,801,883,892,874,"3,999","3,972","4,026"
2001,12,State - ARUNACHAL PRADESH  (12),RURAL,3,441,620,703,0,0,0,0,0,0,26,36,42,43,63,66,37,52,59,41,58,65,294,411,471
2001,12,State - ARUNACHAL PRADESH  (12),RURAL,4+,88,221,199,0,0,0,0,0,0,0,0,0,3,6,6,6,13,12,11,23,24,68,179,157
2001,12,State - ARUNACHAL PRADESH  (12),URBAN,Total,"48,420","2,120","1,779","4,915",114,56,"5,144",203,112,"7,198",220,139,"9,451",260,192,"8,208",296,278,"5,760",298,288,"7,744",729,714
2001,12,State - ARUNACHAL PRADESH  (12),URBAN,None,"44,944",0,0,"4,745",0,0,"4,866",0,0,"6,873",0,0,"9,035",0,0,"7,690",0,0,"5,219",0,0,"6,516",0,0
2001,12,State - ARUNACHAL PRADESH  (12),URBAN,1,"3,068","1,702","1,366",170,114,56,241,165,76,292,185,107,381,222,159,463,239,224,498,254,244,"1,023",523,500
2001,12,State - ARUNACHAL PRADESH  (12),URBAN,2,394,397,391,0,0,0,37,38,36,32,32,32,34,36,32,54,56,52,41,41,41,196,194,198
2001,12,State - ARUNACHAL PRADESH  (12),URBAN,3,13,20,19,0,0,0,0,0,0,1,3,0,1,2,1,1,1,2,2,3,3,8,11,13
2001,12,State - ARUNACHAL PRADESH  (12),URBAN,4+,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2001,13,State - NAGALAND  (13),TOTAL,Total,"326,072","50,487","39,458","12,633","1,007","1,767","19,771","2,254","2,675","29,838","2,801","2,658","40,565","3,561","2,972","45,613","4,382","3,365","44,787","5,050","3,471","132,865","31,432","22,550"
2001,13,State - NAGALAND  (13),TOTAL,None,"259,758",0,0,"9,859",0,0,"15,964",0,0,"25,637",0,0,"35,463",0,0,"39,539",0,0,"38,070",0,0,"95,226",0,0
2001,13,State - NAGALAND  (13),TOTAL,1,"45,022","27,709","17,313","2,774","1,007","1,767","2,685","1,156","1,529","2,961","1,566","1,395","3,697","2,129","1,568","4,435","2,738","1,697","4,960","3,276","1,684","23,510","15,837","7,673"
2001,13,State - NAGALAND  (13),TOTAL,2,"19,574","19,790","19,358",0,0,0,"1,122","1,098","1,146","1,222","1,211","1,233","1,382","1,394","1,370","1,608","1,602","1,614","1,712","1,712","1,712","12,528","12,773","12,283"
2001,13,State - NAGALAND  (13),TOTAL,3,"1,276","1,989","1,839",0,0,0,0,0,0,18,24,30,20,30,30,29,39,48,44,59,73,"1,165","1,837","1,658"
2001,13,State - NAGALAND  (13),TOTAL,4+,442,999,948,0,0,0,0,0,0,0,0,0,3,8,4,2,3,6,1,3,2,436,985,936
2001,13,State - NAGALAND  (13),RURAL,Total,"261,795","45,109","35,877","8,313",890,"1,665","14,368","1,975","2,392","22,218","2,361","2,312","30,543","2,971","2,579","35,381","3,678","2,927","35,808","4,297","2,986","115,164","28,937","21,016"
2001,13,State - NAGALAND  (13),RURAL,None,"203,002",0,0,"5,758",0,0,"11,027",0,0,"18,663",0,0,"26,280",0,0,"30,298",0,0,"30,152",0,0,"80,824",0,0
2001,13,State - NAGALAND  (13),RURAL,1,"38,895","23,781","15,114","2,555",890,"1,665","2,315",969,"1,346","2,452","1,264","1,188","3,001","1,685","1,316","3,593","2,185","1,408","4,074","2,701","1,373","20,905","14,087","6,818"
2001,13,State - NAGALAND  (13),RURAL,2,"18,222","18,408","18,036",0,0,0,"1,026","1,006","1,046","1,088","1,079","1,097","1,240","1,249","1,231","1,461","1,453","1,469","1,539","1,537","1,541","11,868","12,084","11,652"
2001,13,State - NAGALAND  (13),RURAL,3,"1,236","1,924","1,784",0,0,0,0,0,0,15,18,27,19,29,28,27,37,44,42,56,70,"1,133","1,784","1,615"
2001,13,State - NAGALAND  (13),RURAL,4+,440,996,943,0,0,0,0,0,0,0,0,0,3,8,4,2,3,6,1,3,2,434,982,931
2001,13,State - NAGALAND  (13),URBAN,Total,"64,277","5,378","3,581","4,320",117,102,"5,403",279,283,"7,620",440,346,"10,022",590,393,"10,232",704,438,"8,979",753,485,"17,701","2,495","1,534"
2001,13,State - NAGALAND  (13),URBAN,None,"56,756",0,0,"4,101",0,0,"4,937",0,0,"6,974",0,0,"9,183",0,0,"9,241",0,0,"7,918",0,0,"14,402",0,0
2001,13,State - NAGALAND  (13),URBAN,1,"6,127","3,928","2,199",219,117,102,370,187,183,509,302,207,696,444,252,842,553,289,886,575,311,"2,605","1,750",855
2001,13,State - NAGALAND  (13),URBAN,2,"1,352","1,382","1,322",0,0,0,96,92,100,134,132,136,142,145,139,147,149,145,173,175,171,660,689,631
2001,13,State - NAGALAND  (13),URBAN,3,40,65,55,0,0,0,0,0,0,3,6,3,1,1,2,2,2,4,2,3,3,32,53,43
2001,13,State - NAGALAND  (13),URBAN,4+,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
2001,14,State - MANIPUR  (14),TOTAL,Total,"373,478","73,041","72,109","6,790",824,"1,957","17,877","3,666","4,604","37,246","5,290","5,394","58,566","7,060","6,754","68,458","9,148","8,946","62,863","10,828","10,640","121,678","36,225","33,814"
2001,14,State - MANIPUR  (14),TOTAL,None,"262,821",0,0,"4,009",0,0,"11,584",0,0,"28,998",0,0,"47,630",0,0,"54,116",0,0,"46,022",0,0,"70,462",0,0
2001,14,State - MANIPUR  (14),TOTAL,1,"77,620","39,959","37,661","2,781",824,"1,957","4,316","1,752","2,564","5,877","2,961","2,916","8,142","4,265","3,877","10,693","5,536","5,157","12,357","6,379","5,978","33,454","18,242","15,212"
2001,14,State - MANIPUR  (14),TOTAL,2,"31,685","31,305","32,065",0,0,0,"1,977","1,914","2,040","2,306","2,256","2,356","2,711","2,687","2,735","3,551","3,499","3,603","4,349","4,279","4,419","16,791","16,670","16,912"
