Census_Year,State_Code,State_Name,Region,Seniors_In_HH,Total_HH,Male_All,Female_All,Households_One,Male_One,Female_One,Households_Two,Male_Two,Female_Two,Households_Three,Male_Three,Female_Three,Households_Four,Male_Four,Female_Four,Households_Five,Male_Five,Female_Five,Households_Six,Male_Six,Female_Six,Households_Seven_Plus,Male_Seven_Plus,Female_Seven_Plus
2001,3,State - PUNJAB  (03),RURAL,1,"635,998","322,567","313,431","35,012","16,145","18,867","30,934","14,536","16,398","34,950","18,344","16,606","59,338","31,416","27,922","108,589","52,408","56,181","118,334","57,063","61,271","248,841","132,655","116,186"
2001,3,State - PUNJAB  (03),RURAL,2,"421,127","427,382","414,872",0,0,0,"42,544","42,650","42,438","24,290","24,389","24,191","25,772","25,980","25,564","38,024","38,543","37,505","64,593","65,480","63,706","225,904","230,340","221,468"
2001,3,State - PUNJAB  (03),RURAL,3,"28,173","45,104","39,415",0,0,0,0,0,0,"1,379","2,163","1,974","1,151","1,760","1,693","1,648","2,609","2,335","2,539","4,032","3,585","21,456","34,540","29,828"
2001,3,State - PUNJAB  (03),RURAL,4+,"3,690","8,831","6,707",0,0,0,0,0,0,0,0,0,113,248,204,108,237,203,143,320,260,"3,326","8,026","6,040"
2001,3,State - PUNJAB  (03),URBAN,Total,"1,547,092","304,600","303,837","51,273","5,424","7,502","88,893","23,495","22,246","154,093","19,706","16,459","340,175","24,956","22,911","343,028","39,688","46,768","226,866","53,900","57,954","342,764","137,431","129,997"
2001,3,State - PUNJAB  (03),URBAN,None,"1,101,888",0,0,"38,347",0,0,"58,798",0,0,"127,426",0,0,"301,520",0,0,"270,760",0,0,"144,222",0,0,"160,815",0,0
2001,3,State - PUNJAB  (03),URBAN,1,"290,379","144,766","145,613","12,926","5,424","7,502","14,449","7,874","6,575","17,628","10,494","7,134","29,841","15,868","13,973","58,579","25,670","32,909","54,274","25,118","29,156","102,682","54,318","48,364"
2001,3,State - PUNJAB  (03),URBAN,2,"147,363","148,190","146,536",0,0,0,"15,646","15,621","15,671","8,580","8,591","8,569","8,451","8,546","8,356","13,226","13,312","13,140","27,571","27,593","27,549","73,889","74,527","73,251"
2001,3,State - PUNJAB  (03),URBAN,3,"6,744","9,970","10,262",0,0,0,0,0,0,459,621,756,328,476,508,428,636,648,759,"1,111","1,166","4,770","7,126","7,184"
2001,3,State - PUNJAB  (03),URBAN,4+,718,"1,674","1,426",0,0,0,0,0,0,0,0,0,35,66,74,35,70,71,40,78,83,608,"1,460","1,198"
2001,4,State - CHANDIGARH  (04),TOTAL,Total,"205,892","23,585","21,092","18,806",867,814,"21,004","3,234","2,580","29,075","2,506","1,838","51,465","2,541","2,118","39,616","3,630","4,129","22,204","4,155","4,040","23,722","6,652","5,573"
2001,4,State - CHANDIGARH  (04),TOTAL,None,"172,199",0,0,"17,125",0,0,"17,066",0,0,"25,826",0,0,"47,645",0,0,"33,085",0,0,"16,308",0,0,"15,144",0,0
2001,4,State - CHANDIGARH  (04),TOTAL,1,"23,178","12,785","10,393","1,681",867,814,"2,062","1,358",704,"2,215","1,448",767,"3,039","1,730","1,309","5,353","2,425","2,928","3,659","1,882","1,777","5,169","3,075","2,094"
2001,4,State - CHANDIGARH  (04),TOTAL,2,"10,094","10,168","10,020",0,0,0,"1,876","1,876","1,876",973,978,968,731,743,719,"1,130","1,128","1,132","2,181","2,184","2,178","3,203","3,259","3,147"
2001,4,State - CHANDIGARH  (04),TOTAL,3,379,542,595,0,0,0,0,0,0,61,80,103,42,54,72,46,73,65,52,81,75,178,254,280
2001,4,State - CHANDIGARH  (04),TOTAL,4+,42,90,84,0,0,0,0,0,0,0,0,0,8,14,18,2,4,4,4,8,10,28,64,52
2001,4,State - CHANDIGARH  (04),RURAL,Total,"22,564","1,705","1,265","2,857",99,36,"3,056",142,121,"3,405",131,94,"4,655",137,102,"3,915",211,159,"2,194",252,220,"2,482",733,533
2001,4,State - CHANDIGARH  (04),RURAL,None,"20,241",0,0,"2,722",0,0,"2,858",0,0,"3,218",0,0,"4,448",0,0,"3,582",0,0,"1,815",0,0,"1,598",0,0
2001,4,State - CHANDIGARH  (04),RURAL,1,"1,719","1,041",678,135,99,36,133,79,54,149,93,56,178,106,72,297,174,123,290,153,137,537,337,200
2001,4,State - CHANDIGARH  (04),RURAL,2,567,593,541,0,0,0,65,63,67,38,38,38,27,27,27,35,36,34,85,91,79,317,338,296
2001,4,State - CHANDIGARH  (04),RURAL,3,32,56,40,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,4,8,4,26,45,33
2001,4,State - CHANDIGARH  (04),RURAL,4+,5,15,6,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,4,13,4
2001,4,State - CHANDIGARH  (04),URBAN,Total,"183,328","21,880","19,827","15,949",768,778,"17,948","3,092","2,459","25,670","2,375","1,744","46,810","2,404","2,016","35,701","3,419","3,970","20,010","3,903","3,820","21,240","5,919","5,040"
2001,4,State - CHANDIGARH  (04),URBAN,None,"151,958",0,0,"14,403",0,0,"14,208",0,0,"22,608",0,0,"43,197",0,0,"29,503",0,0,"14,493",0,0,"13,546",0,0
2001,4,State - CHANDIGARH  (04),URBAN,1,"21,459","11,744","9,715","1,546",768,778,"1,929","1,279",650,"2,066","1,355",711,"2,861","1,624","1,237","5,056","2,251","2,805","3,369","1,729","1,640","4,632","2,738","1,894"
2001,4,State - CHANDIGARH  (04),URBAN,2,"9,527","9,575","9,479",0,0,0,"1,811","1,813","1,809",935,940,930,704,716,692,"1,095","1,092","1,098","2,096","2,093","2,099","2,886","2,921","2,851"
2001,4,State - CHANDIGARH  (04),URBAN,3,347,486,555,0,0,0,0,0,0,61,80,103,41,52,71,45,72,63,48,73,71,152,209,247
2001,4,State - CHANDIGARH  (04),URBAN,4+,37,75,78,0,0,0,0,0,0,0,0,0,7,12,16,2,4,4,4,8,10,24,51,48
2001,5,State - UTTARANCHAL  (05),TOTAL,Total,"1,596,462","324,368","326,725","93,648","10,148","22,438","120,666","35,340","32,349","165,457","28,045","23,314","273,201","33,251","29,159","300,832","40,310","43,254","238,340","44,559","50,207","404,318","132,715","126,004"
2001,5,State - UTTARANCHAL  (05),TOTAL,None,"1,090,143",0,0,"61,062",0,0,"73,691",0,0,"125,766",0,0,"222,002",0,0,"231,114",0,0,"161,888",0,0,"214,620",0,0
2001,5,State - UTTARANCHAL  (05),TOTAL,1,"368,218","183,187","185,031","32,586","10,148","22,438","26,261","14,902","11,359","28,560","16,746","11,814","40,409","22,262","18,147","56,343","26,789","29,554","58,660","26,665","31,995","125,399","65,675","59,724"
2001,5,State - UTTARANCHAL  (05),TOTAL,2,"132,172","132,084","132,260",0,0,0,"20,714","20,438","20,990","10,594","10,575","10,613","10,401","10,426","10,376","12,938","12,912","12,964","17,302","17,200","17,404","60,223","60,533","59,913"
2001,5,State - UTTARANCHAL  (05),TOTAL,3,"5,357","7,743","8,328",0,0,0,0,0,0,537,724,887,357,503,568,409,554,673,459,630,747,"3,595","5,332","5,453"
2001,5,State - UTTARANCHAL  (05),TOTAL,4+,572,"1,354","1,106",0,0,0,0,0,0,0,0,0,32,60,68,28,55,63,31,64,61,481,"1,175",914
2001,5,State - UTTARANCHAL  (05),RURAL,Total,"1,182,993","257,777","264,131","71,255","8,208","20,166","90,070","28,648","26,826","118,834","22,167","18,914","187,721","26,396","23,582","218,381","31,655","33,556","182,157","34,736","39,704","314,575","105,967","101,383"
2001,5,State - UTTARANCHAL  (05),RURAL,None,"777,171",0,0,"42,881",0,0,"51,767",0,0,"87,191",0,0,"146,915",0,0,"164,205",0,0,"121,690",0,0,"162,522",0,0
2001,5,State - UTTARANCHAL  (05),RURAL,1,"294,986","144,692","150,294","28,374","8,208","20,166","21,132","11,728","9,404","22,624","13,034","9,590","31,947","17,419","14,528","43,474","20,896","22,578","46,900","21,107","25,793","100,535","52,300","48,235"
2001,5,State - UTTARANCHAL  (05),RURAL,2,"106,122","105,882","106,362",0,0,0,"17,171","16,920","17,422","8,600","8,568","8,632","8,561","8,560","8,562","10,384","10,324","10,444","13,182","13,091","13,273","48,224","48,419","48,029"
2001,5,State - UTTARANCHAL  (05),RURAL,3,"4,291","6,200","6,673",0,0,0,0,0,0,419,565,692,283,391,458,305,410,505,364,492,600,"2,920","4,342","4,418"
2001,5,State - UTTARANCHAL  (05),RURAL,4+,423,"1,003",802,0,0,0,0,0,0,0,0,0,15,26,34,13,25,29,21,46,38,374,906,701
2001,5,State - UTTARANCHAL  (05),URBAN,Total,"413,469","66,591","62,594","22,393","1,940","2,272","30,596","6,692","5,523","46,623","5,878","4,400","85,480","6,855","5,577","82,451","8,655","9,698","56,183","9,823","10,503","89,743","26,748","24,621"
2001,5,State - UTTARANCHAL  (05),URBAN,None,"312,972",0,0,"18,181",0,0,"21,924",0,0,"38,575",0,0,"75,087",0,0,"66,909",0,0,"40,198",0,0,"52,098",0,0
2001,5,State - UTTARANCHAL  (05),URBAN,1,"73,232","38,495","34,737","4,212","1,940","2,272","5,129","3,174","1,955","5,936","3,712","2,224","8,462","4,843","3,619","12,869","5,893","6,976","11,760","5,558","6,202","24,864","13,375","11,489"
2001,5,State - UTTARANCHAL  (05),URBAN,2,"26,050","26,202","25,898",0,0,0,"3,543","3,518","3,568","1,994","2,007","1,981","1,840","1,866","1,814","2,554","2,588","2,520","4,120","4,109","4,131","11,999","12,114","11,884"
2001,5,State - UTTARANCHAL  (05),URBAN,3,"1,066","1,543","1,655",0,0,0,0,0,0,118,159,195,74,112,110,104,144,168,95,138,147,675,990,"1,035"
2001,5,State - UTTARANCHAL  (05),URBAN,4+,149,351,304,0,0,0,0,0,0,0,0,0,17,34,34,15,30,34,10,18,23,107,269,213
2001,6,State - HARYANA  (06),TOTAL,Total,"3,705,461","793,136","787,531","92,220","12,075","17,851","189,659","54,887","56,067","319,810","46,059","43,661","686,054","60,703","57,987","789,505","92,130","100,727","590,124","124,252","132,306","1,038,089","403,030","378,932"
2001,6,State - HARYANA  (06),TOTAL,None,"2,588,136",0,0,"62,294",0,0,"118,522",0,0,"256,658",0,0,"595,722",0,0,"635,870",0,0,"400,583",0,0,"518,487",0,0
2001,6,State - HARYANA  (06),TOTAL,1,"676,584","335,414","341,170","29,926","12,075","17,851","31,320","15,039","16,281","37,510","19,939","17,571","62,896","32,616","30,280","115,518","53,062","62,456","124,296","57,667","66,629","275,118","145,016","130,102"
2001,6,State - HARYANA  (06),TOTAL,2,"420,317","424,317","416,317",0,0,0,"39,817","39,848","39,786","24,716","24,768","24,664","26,581","26,746","26,416","37,065","37,385","36,745","63,536","63,944","63,128","228,602","231,626","225,578"
2001,6,State - HARYANA  (06),TOTAL,3,"18,597","29,144","26,647",0,0,0,0,0,0,926,"1,352","1,426",788,"1,200","1,164","1,003","1,564","1,445","1,650","2,515","2,435","14,230","22,513","20,177"
2001,6,State - HARYANA  (06),TOTAL,4+,"1,827","4,261","3,397",0,0,0,0,0,0,0,0,0,67,141,127,49,119,81,59,126,114,"1,652","3,875","3,075"
2001,6,State - HARYANA  (06),RURAL,Total,"2,537,841","600,240","589,630","50,025","8,302","11,964","116,455","37,197","39,124","199,184","32,154","31,706","430,195","43,997","42,013","529,993","67,282","70,633","419,317","91,511","95,814","792,672","319,797","298,376"
2001,6,State - HARYANA  (06),RURAL,None,"1,708,436",0,0,"29,759",0,0,"68,088",0,0,"154,938",0,0,"365,958",0,0,"421,982",0,0,"281,617",0,0,"386,094",0,0
2001,6,State - HARYANA  (06),RURAL,1,"487,423","243,588","243,835","20,266","8,302","11,964","20,413","9,161","11,252","25,289","12,794","12,495","43,133","22,378","20,755","78,945","37,428","41,517","89,457","42,101","47,356","209,920","111,424","98,496"
2001,6,State - HARYANA  (06),RURAL,2,"325,272","328,984","321,560",0,0,0,"27,954","28,036","27,872","18,300","18,360","18,240","20,484","20,620","20,348","28,265","28,556","27,974","46,911","47,315","46,507","183,358","186,097","180,619"
2001,6,State - HARYANA  (06),RURAL,3,"15,193","24,169","21,410",0,0,0,0,0,0,657,"1,000",971,571,894,819,766,"1,212","1,086","1,286","1,999","1,859","11,913","19,064","16,675"
2001,6,State - HARYANA  (06),RURAL,4+,"1,517","3,499","2,825",0,0,0,0,0,0,0,0,0,49,105,91,35,86,56,46,96,92,"1,387","3,212","2,586"
2001,6,State - HARYANA  (06),URBAN,Total,"1,167,620","192,896","197,901","42,195","3,773","5,887","73,204","17,690","16,943","120,626","13,905","11,955","255,859","16,706","15,974","259,512","24,848","30,094","170,807","32,741","36,492","245,417","83,233","80,556"
2001,6,State - HARYANA  (06),URBAN,None,"879,700",0,0,"32,535",0,0,"50,434",0,0,"101,720",0,0,"229,764",0,0,"213,888",0,0,"118,966",0,0,"132,393",0,0
2001,6,State - HARYANA  (06),URBAN,1,"189,161","91,826","97,335","9,660","3,773","5,887","10,907","5,878","5,029","12,221","7,145","5,076","19,763","10,238","9,525","36,573","15,634","20,939","34,839","15,566","19,273","65,198","33,592","31,606"
2001,6,State - HARYANA  (06),URBAN,2,"95,045","95,333","94,757",0,0,0,"11,863","11,812","11,914","6,416","6,408","6,424","6,097","6,126","6,068","8,800","8,829","8,771","16,625","16,629","16,621","45,244","45,529","44,959"
